"","age_level","Sex","Year","Outcome_value1","outcome_type","outcome_label1","domain","date_resolution","update_frequency","source","url","geo_strata","age_strata","race_strata","race_level","additional_strata1","additional_strata_level","sex_strata","sex_level"
"286","40 to 44","Females",2019,171.09,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"287","40 to 44","Males",2018,152.58,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"288","40 to 44","Females",2018,146.45,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"289","40 to 44","Males",2017,155.12,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"290","40 to 44","Females",2017,174.14,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"291","40 to 44","Males",2016,157.32,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"292","40 to 44","Females",2016,171.78,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"293","40 to 44","Males",2015,163.6,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"294","40 to 44","Females",2015,174.83,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"295","40 to 44","Males",2014,190.8,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"296","40 to 44","Females",2014,202.67,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"297","40 to 44","Males",2013,179.02,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"298","40 to 44","Females",2013,216.35,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"299","40 to 44","Males",2012,179.17,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"300","40 to 44","Females",2012,207.27,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"301","40 to 44","Males",2011,175.79,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"302","40 to 44","Females",2011,227.69,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"303","40 to 44","Males",2010,212.09,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"304","40 to 44","Females",2010,228.77,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"305","40 to 44","Males",2009,159.09,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"306","40 to 44","Females",2009,179.67,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"307","40 to 44","Males",2008,148.38,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"308","40 to 44","Females",2008,185.24,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"309","40 to 44","Males",2007,168.92,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"310","40 to 44","Females",2007,214.18,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"311","40 to 44","Males",2006,161.74,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"312","40 to 44","Females",2006,218.77,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"313","40 to 44","Males",2005,158.35,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"314","40 to 44","Females",2005,190.59,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"315","40 to 44","Males",2004,189.99,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"316","40 to 44","Females",2004,242.02,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"317","40 to 44","Males",2003,190.76,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"318","40 to 44","Females",2003,226.84,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"319","40 to 44","Males",2002,130.77,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"320","40 to 44","Females",2002,160.59,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"321","40 to 44","Males",2001,154.7,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"322","40 to 44","Females",2001,149.44,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"323","45 to 49","Males",2023,109.32,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"324","45 to 49","Females",2023,108.46,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"325","45 to 49","Males",2022,107.29,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"326","45 to 49","Females",2022,121.87,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"327","45 to 49","Males",2021,121.39,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"328","45 to 49","Females",2021,134.86,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"329","45 to 49","Males",2020,131.85,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"330","45 to 49","Females",2020,136.62,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"331","45 to 49","Males",2019,162.22,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"332","45 to 49","Females",2019,126.6,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"333","45 to 49","Males",2018,127.78,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"334","45 to 49","Females",2018,146.25,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"335","45 to 49","Males",2017,163.97,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"336","45 to 49","Females",2017,155.25,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"337","45 to 49","Males",2016,171.41,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"338","45 to 49","Females",2016,195.49,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"339","45 to 49","Males",2015,177.62,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"340","45 to 49","Females",2015,204.44,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"341","45 to 49","Males",2014,160.48,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"342","45 to 49","Females",2014,167.99,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"343","45 to 49","Males",2013,195.36,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"344","45 to 49","Females",2013,210.42,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"345","45 to 49","Males",2012,174.82,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"346","45 to 49","Females",2012,217.04,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"347","45 to 49","Males",2011,184.86,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"348","45 to 49","Females",2011,222.29,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"349","45 to 49","Males",2010,176.89,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"350","45 to 49","Females",2010,231.43,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"351","45 to 49","Males",2009,145.66,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"352","45 to 49","Females",2009,160.89,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"353","45 to 49","Males",2008,134.8,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"354","45 to 49","Females",2008,174.17,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"355","45 to 49","Males",2007,123.14,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"356","45 to 49","Females",2007,160.84,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"357","45 to 49","Males",2006,135.62,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"358","45 to 49","Females",2006,162.86,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"359","45 to 49","Males",2005,116.77,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"360","45 to 49","Females",2005,144.21,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"361","45 to 49","Males",2004,139.1,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"362","45 to 49","Females",2004,170.83,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"363","45 to 49","Males",2003,166.08,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"364","45 to 49","Females",2003,162.9,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"365","45 to 49","Males",2002,110.2,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"366","45 to 49","Females",2002,122.46,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"367","45 to 49","Males",2001,105.66,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"368","45 to 49","Females",2001,103.06,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"369","50 to 54","Males",2023,97.39,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"370","50 to 54","Females",2023,106.51,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"371","50 to 54","Males",2022,102.89,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"372","50 to 54","Females",2022,122.66,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"373","50 to 54","Males",2021,109.62,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"374","50 to 54","Females",2021,89.77,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"375","50 to 54","Males",2020,105.48,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"376","50 to 54","Females",2020,109.2,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"377","50 to 54","Males",2019,141.67,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"378","50 to 54","Females",2019,120.1,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"379","50 to 54","Males",2018,114.31,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"380","50 to 54","Females",2018,143.4,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"381","50 to 54","Males",2017,133.35,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"382","50 to 54","Females",2017,153.16,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"383","50 to 54","Males",2016,161.27,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"384","50 to 54","Females",2016,151.52,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"385","50 to 54","Males",2015,183.09,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"386","50 to 54","Females",2015,189.41,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"387","50 to 54","Males",2014,154.59,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"388","50 to 54","Females",2014,156.28,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"389","50 to 54","Males",2013,155.82,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"390","50 to 54","Females",2013,201.16,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"391","50 to 54","Males",2012,151.37,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"392","50 to 54","Females",2012,181.98,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"393","50 to 54","Males",2011,132.02,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"394","50 to 54","Females",2011,154.65,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"395","50 to 54","Males",2010,141.9,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"396","50 to 54","Females",2010,142.93,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"397","50 to 54","Males",2009,110.24,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"398","50 to 54","Females",2009,121.25,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"399","50 to 54","Males",2008,105.57,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"400","50 to 54","Females",2008,101.9,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"401","50 to 54","Males",2007,93.63,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"402","50 to 54","Females",2007,120.85,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"403","50 to 54","Males",2006,93.73,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"404","50 to 54","Females",2006,110.5,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"405","50 to 54","Males",2005,97.12,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"406","50 to 54","Females",2005,96.71,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"407","50 to 54","Males",2004,119.42,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"408","50 to 54","Females",2004,88.39,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"409","50 to 54","Males",2003,108.75,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"410","50 to 54","Females",2003,103.71,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"411","50 to 54","Males",2002,72.11,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"412","50 to 54","Females",2002,72.47,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"413","50 to 54","Males",2001,61.31,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"414","50 to 54","Females",2001,88.04,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"415","55 to 59","Males",2023,97.59,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"416","55 to 59","Females",2023,78.11,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"417","55 to 59","Males",2022,100.24,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"418","55 to 59","Females",2022,84.16,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"419","55 to 59","Males",2021,83.05,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"420","55 to 59","Females",2021,91.74,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"421","55 to 59","Males",2020,85.22,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"422","55 to 59","Females",2020,75.34,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"423","55 to 59","Males",2019,92.32,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"424","55 to 59","Females",2019,90.03,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"425","55 to 59","Males",2018,95.78,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"426","55 to 59","Females",2018,108.68,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"427","55 to 59","Males",2017,110.84,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"428","55 to 59","Females",2017,110.2,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
