week_end,geography,pathogen,demographics_type,demographics_values,percent_visits
12/30/2023,United States,COVID-19,Age Group,5-17 years,1.4
12/30/2023,United States,COVID-19,Age Group,0-4 years,4
12/30/2023,United States,COVID-19,Race/Ethnicity,Hispanic,2.9
12/30/2023,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",3
12/30/2023,United States,COVID-19,Race/Ethnicity,"White, NH",3.9
12/30/2023,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",3.8
12/30/2023,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",2.8
12/30/2023,United States,COVID-19,Race/Ethnicity,"Black, NH",2.9
12/30/2023,United States,Combined,Sex,Male,9.9
12/30/2023,United States,Combined,Sex,Invalid,0.3
12/30/2023,United States,Combined,Sex,Other,10
12/30/2023,United States,Combined,Sex,Female,10.2
12/30/2023,United States,Combined,Age Group,18-64 years,8
12/30/2023,United States,Combined,Age Group,65+ years,9.2
12/30/2023,United States,Combined,Age Group,5-17 years,14.1
12/30/2023,United States,Combined,Age Group,0-4 years,20.8
12/30/2023,United States,Combined,Race/Ethnicity,Hispanic,11.3
12/30/2023,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",9.2
12/30/2023,United States,Combined,Race/Ethnicity,"White, NH",9.5
12/30/2023,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",10.4
12/30/2023,United States,Combined,Race/Ethnicity,"AI/AN, NH",10.4
12/30/2023,United States,Combined,Race/Ethnicity,"Black, NH",10.8
12/30/2023,United States,Influenza,Sex,Male,5.8
12/30/2023,United States,Influenza,Sex,Invalid,0.2
12/30/2023,United States,Influenza,Sex,Other,5
12/30/2023,United States,Influenza,Sex,Female,5.9
12/30/2023,United States,Influenza,Age Group,18-64 years,5.1
12/30/2023,United States,Influenza,Age Group,65+ years,3.3
12/30/2023,United States,Influenza,Age Group,5-17 years,12.3
12/30/2023,United States,Influenza,Age Group,0-4 years,10.7
12/30/2023,United States,Influenza,Race/Ethnicity,Hispanic,7.6
12/30/2023,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",5.3
12/30/2023,United States,Influenza,Race/Ethnicity,"White, NH",4.8
12/30/2023,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",5.8
12/30/2023,United States,Influenza,Race/Ethnicity,"AI/AN, NH",6.3
12/30/2023,United States,Influenza,Race/Ethnicity,"Black, NH",7.5
12/30/2023,United States,RSV,Sex,Male,1.1
12/30/2023,United States,RSV,Sex,Invalid,0
12/30/2023,United States,RSV,Sex,Other,0
12/30/2023,United States,RSV,Sex,Female,0.9
12/30/2023,United States,RSV,Age Group,18-64 years,0.3
12/30/2023,United States,RSV,Age Group,65+ years,0.6
12/30/2023,United States,RSV,Age Group,5-17 years,0.6
12/30/2023,United States,RSV,Age Group,0-4 years,6.8
12/30/2023,United States,RSV,Race/Ethnicity,Hispanic,1.1
12/30/2023,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",1.1
12/30/2023,United States,RSV,Race/Ethnicity,"White, NH",1
12/30/2023,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",1
12/30/2023,United States,RSV,Race/Ethnicity,"AI/AN, NH",1.5
12/30/2023,United States,RSV,Race/Ethnicity,"Black, NH",0.6
8/5/2023,United States,COVID-19,Sex,Male,1.2
8/5/2023,United States,COVID-19,Sex,Invalid,0
8/5/2023,United States,COVID-19,Sex,Other,0
8/5/2023,United States,COVID-19,Sex,Female,1.4
8/5/2023,United States,COVID-19,Age Group,18-64 years,1.1
8/5/2023,United States,COVID-19,Age Group,65+ years,1.8
8/5/2023,United States,COVID-19,Age Group,5-17 years,0.7
8/5/2023,United States,COVID-19,Age Group,0-4 years,2.4
8/5/2023,United States,COVID-19,Race/Ethnicity,Hispanic,1.6
8/5/2023,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",1.2
8/5/2023,United States,COVID-19,Race/Ethnicity,"White, NH",1.1
8/5/2023,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",1.8
8/5/2023,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",1.2
8/5/2023,United States,COVID-19,Race/Ethnicity,"Black, NH",1.5
8/5/2023,United States,Combined,Sex,Male,1.4
8/5/2023,United States,Combined,Sex,Invalid,0
8/5/2023,United States,Combined,Sex,Other,0
8/5/2023,United States,Combined,Sex,Female,1.6
8/5/2023,United States,Combined,Age Group,18-64 years,1.2
8/5/2023,United States,Combined,Age Group,65+ years,1.9
8/5/2023,United States,Combined,Age Group,5-17 years,1.1
8/5/2023,United States,Combined,Age Group,0-4 years,3.3
8/5/2023,United States,Combined,Race/Ethnicity,Hispanic,1.9
8/5/2023,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",1.3
8/5/2023,United States,Combined,Race/Ethnicity,"White, NH",1.3
8/5/2023,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",2.2
8/5/2023,United States,Combined,Race/Ethnicity,"AI/AN, NH",1.3
8/5/2023,United States,Combined,Race/Ethnicity,"Black, NH",1.8
8/5/2023,United States,Influenza,Sex,Male,0.2
8/5/2023,United States,Influenza,Sex,Invalid,0
8/5/2023,United States,Influenza,Sex,Other,0
8/5/2023,United States,Influenza,Sex,Female,0.2
8/5/2023,United States,Influenza,Age Group,18-64 years,0.1
8/5/2023,United States,Influenza,Age Group,65+ years,0.1
8/5/2023,United States,Influenza,Age Group,5-17 years,0.3
8/5/2023,United States,Influenza,Age Group,0-4 years,0.5
8/5/2023,United States,Influenza,Race/Ethnicity,Hispanic,0.2
8/5/2023,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.1
8/5/2023,United States,Influenza,Race/Ethnicity,"White, NH",0.1
8/5/2023,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",0.3
8/5/2023,United States,Influenza,Race/Ethnicity,"AI/AN, NH",0.1
8/5/2023,United States,Influenza,Race/Ethnicity,"Black, NH",0.2
8/5/2023,United States,RSV,Sex,Male,0
8/5/2023,United States,RSV,Sex,Invalid,0
8/5/2023,United States,RSV,Sex,Other,0
8/5/2023,United States,RSV,Sex,Female,0
8/5/2023,United States,RSV,Age Group,18-64 years,0
8/5/2023,United States,RSV,Age Group,65+ years,0
8/5/2023,United States,RSV,Age Group,5-17 years,0
8/5/2023,United States,RSV,Age Group,0-4 years,0.5
8/5/2023,United States,RSV,Race/Ethnicity,Hispanic,0.1
8/5/2023,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0
8/5/2023,United States,RSV,Race/Ethnicity,"White, NH",0
8/5/2023,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0
8/5/2023,United States,RSV,Race/Ethnicity,"AI/AN, NH",0
8/5/2023,United States,RSV,Race/Ethnicity,"Black, NH",0
5/6/2023,United States,COVID-19,Sex,Male,0.6
5/6/2023,United States,COVID-19,Sex,Invalid,0.1
5/6/2023,United States,COVID-19,Sex,Other,3.7
5/6/2023,United States,COVID-19,Sex,Female,0.7
5/6/2023,United States,COVID-19,Age Group,18-64 years,0.5
5/6/2023,United States,COVID-19,Age Group,65+ years,1.2
5/6/2023,United States,COVID-19,Age Group,5-17 years,0.3
5/6/2023,United States,COVID-19,Age Group,0-4 years,0.8
5/6/2023,United States,COVID-19,Race/Ethnicity,Hispanic,0.7
5/6/2023,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",0.5
5/6/2023,United States,COVID-19,Race/Ethnicity,"White, NH",0.7
5/6/2023,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",1.1
5/6/2023,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",0.9
5/6/2023,United States,COVID-19,Race/Ethnicity,"Black, NH",0.5
5/6/2023,United States,Combined,Sex,Male,0.9
5/6/2023,United States,Combined,Sex,Invalid,0.1
5/6/2023,United States,Combined,Sex,Other,3.7
5/6/2023,United States,Combined,Sex,Female,1
5/6/2023,United States,Combined,Age Group,18-64 years,0.7
5/6/2023,United States,Combined,Age Group,65+ years,1.2
5/6/2023,United States,Combined,Age Group,5-17 years,0.9
5/6/2023,United States,Combined,Age Group,0-4 years,1.7
5/6/2023,United States,Combined,Race/Ethnicity,Hispanic,1.2
5/6/2023,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",0.8
5/6/2023,United States,Combined,Race/Ethnicity,"White, NH",0.9
5/6/2023,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",1.4
5/6/2023,United States,Combined,Race/Ethnicity,"AI/AN, NH",1.2
5/6/2023,United States,Combined,Race/Ethnicity,"Black, NH",0.9
5/6/2023,United States,Influenza,Sex,Male,0.3
5/6/2023,United States,Influenza,Sex,Invalid,0
5/6/2023,United States,Influenza,Sex,Other,0
5/6/2023,United States,Influenza,Sex,Female,0.3
5/6/2023,United States,Influenza,Age Group,18-64 years,0.2
5/6/2023,United States,Influenza,Age Group,65+ years,0.1
5/6/2023,United States,Influenza,Age Group,5-17 years,0.6
5/6/2023,United States,Influenza,Age Group,0-4 years,0.6
5/6/2023,United States,Influenza,Race/Ethnicity,Hispanic,0.5
5/6/2023,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.2
5/6/2023,United States,Influenza,Race/Ethnicity,"White, NH",0.2
5/6/2023,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",0.3
5/6/2023,United States,Influenza,Race/Ethnicity,"AI/AN, NH",0.2
5/6/2023,United States,Influenza,Race/Ethnicity,"Black, NH",0.3
5/6/2023,United States,RSV,Sex,Male,0
5/6/2023,United States,RSV,Sex,Invalid,0
5/6/2023,United States,RSV,Sex,Other,0
5/6/2023,United States,RSV,Sex,Female,0
5/6/2023,United States,RSV,Age Group,18-64 years,0
5/6/2023,United States,RSV,Age Group,65+ years,0
5/6/2023,United States,RSV,Age Group,5-17 years,0
5/6/2023,United States,RSV,Age Group,0-4 years,0.3
5/6/2023,United States,RSV,Race/Ethnicity,Hispanic,0
5/6/2023,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0
5/6/2023,United States,RSV,Race/Ethnicity,"White, NH",0
5/6/2023,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0
5/6/2023,United States,RSV,Race/Ethnicity,"AI/AN, NH",0.1
5/6/2023,United States,RSV,Race/Ethnicity,"Black, NH",0
2/24/2024,United States,COVID-19,Sex,Male,1.5
2/24/2024,United States,COVID-19,Sex,Invalid,0.1
2/24/2024,United States,COVID-19,Sex,Other,0
2/24/2024,United States,COVID-19,Sex,Female,1.7
2/24/2024,United States,COVID-19,Age Group,18-64 years,1.3
2/24/2024,United States,COVID-19,Age Group,65+ years,2.3
2/24/2024,United States,COVID-19,Age Group,5-17 years,0.9
2/24/2024,United States,COVID-19,Age Group,0-4 years,2.4
2/24/2024,United States,COVID-19,Race/Ethnicity,Hispanic,1.4
2/24/2024,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",1.3
2/24/2024,United States,COVID-19,Race/Ethnicity,"White, NH",1.6
2/24/2024,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",1.6
2/24/2024,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",1.4
2/24/2024,United States,COVID-19,Race/Ethnicity,"Black, NH",1.7
2/24/2024,United States,Combined,Sex,Male,4.7
2/24/2024,United States,Combined,Sex,Invalid,0.1
2/24/2024,United States,Combined,Sex,Other,2.7
2/24/2024,United States,Combined,Sex,Female,4.8
2/24/2024,United States,Combined,Age Group,18-64 years,3.7
2/24/2024,United States,Combined,Age Group,65+ years,3.8
2/24/2024,United States,Combined,Age Group,5-17 years,8.4
2/24/2024,United States,Combined,Age Group,0-4 years,10.1
2/24/2024,United States,Combined,Race/Ethnicity,Hispanic,5.2
2/24/2024,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",4.3
2/24/2024,United States,Combined,Race/Ethnicity,"White, NH",4.5
2/24/2024,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",4.8
2/24/2024,United States,Combined,Race/Ethnicity,"AI/AN, NH",5
2/24/2024,United States,Combined,Race/Ethnicity,"Black, NH",5.3
2/24/2024,United States,Influenza,Sex,Male,3
2/24/2024,United States,Influenza,Sex,Invalid,0
2/24/2024,United States,Influenza,Sex,Other,2.7
2/24/2024,United States,Influenza,Sex,Female,3
2/24/2024,United States,Influenza,Age Group,18-64 years,2.4
2/24/2024,United States,Influenza,Age Group,65+ years,1.4
2/24/2024,United States,Influenza,Age Group,5-17 years,7.5
2/24/2024,United States,Influenza,Age Group,0-4 years,6.1
2/24/2024,United States,Influenza,Race/Ethnicity,Hispanic,3.6
2/24/2024,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",2.9
2/24/2024,United States,Influenza,Race/Ethnicity,"White, NH",2.7
2/24/2024,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",3
2/24/2024,United States,Influenza,Race/Ethnicity,"AI/AN, NH",3.1
2/24/2024,United States,Influenza,Race/Ethnicity,"Black, NH",3.5
2/24/2024,United States,RSV,Sex,Male,0.2
2/24/2024,United States,RSV,Sex,Invalid,0
2/24/2024,United States,RSV,Sex,Other,0
2/24/2024,United States,RSV,Sex,Female,0.2
2/24/2024,United States,RSV,Age Group,18-64 years,0.1
2/24/2024,United States,RSV,Age Group,65+ years,0.2
2/24/2024,United States,RSV,Age Group,5-17 years,0.1
2/24/2024,United States,RSV,Age Group,0-4 years,1.8
2/24/2024,United States,RSV,Race/Ethnicity,Hispanic,0.3
2/24/2024,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0.2
2/24/2024,United States,RSV,Race/Ethnicity,"White, NH",0.3
2/24/2024,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0.2
2/24/2024,United States,RSV,Race/Ethnicity,"AI/AN, NH",0.6
2/24/2024,United States,RSV,Race/Ethnicity,"Black, NH",0.1
11/12/2022,United States,COVID-19,Sex,Male,1.6
11/12/2022,United States,COVID-19,Sex,Invalid,0.1
11/12/2022,United States,COVID-19,Sex,Other,9.5
11/12/2022,United States,COVID-19,Sex,Female,1.8
11/12/2022,United States,COVID-19,Age Group,18-64 years,1.5
11/12/2022,United States,COVID-19,Age Group,65+ years,3
11/12/2022,United States,COVID-19,Age Group,5-17 years,0.7
11/12/2022,United States,COVID-19,Age Group,0-4 years,1.4
11/12/2022,United States,COVID-19,Race/Ethnicity,Hispanic,1.5
11/12/2022,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",1.4
11/12/2022,United States,COVID-19,Race/Ethnicity,"White, NH",2
11/12/2022,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",2.2
11/12/2022,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",2.2
11/12/2022,United States,COVID-19,Race/Ethnicity,"Black, NH",1.3
11/12/2022,United States,Combined,Sex,Male,6.9
11/12/2022,United States,Combined,Sex,Invalid,0.2
11/12/2022,United States,Combined,Sex,Other,9.5
11/12/2022,United States,Combined,Sex,Female,6.6
11/12/2022,United States,Combined,Age Group,18-64 years,4
11/12/2022,United States,Combined,Age Group,65+ years,4.4
11/12/2022,United States,Combined,Age Group,5-17 years,13.2
11/12/2022,United States,Combined,Age Group,0-4 years,16.9
11/12/2022,United States,Combined,Race/Ethnicity,Hispanic,8.5
11/12/2022,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",6.6
11/12/2022,United States,Combined,Race/Ethnicity,"White, NH",5.6
11/12/2022,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",7.9
11/12/2022,United States,Combined,Race/Ethnicity,"AI/AN, NH",7.4
11/12/2022,United States,Combined,Race/Ethnicity,"Black, NH",7.9
11/12/2022,United States,Influenza,Sex,Male,3.9
11/12/2022,United States,Influenza,Sex,Invalid,0.1
11/12/2022,United States,Influenza,Sex,Other,0
11/12/2022,United States,Influenza,Sex,Female,3.8
11/12/2022,United States,Influenza,Age Group,18-64 years,2.4
11/12/2022,United States,Influenza,Age Group,65+ years,1.2
11/12/2022,United States,Influenza,Age Group,5-17 years,11.7
11/12/2022,United States,Influenza,Age Group,0-4 years,6.8
11/12/2022,United States,Influenza,Race/Ethnicity,Hispanic,5.4
11/12/2022,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",3.8
11/12/2022,United States,Influenza,Race/Ethnicity,"White, NH",2.6
11/12/2022,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",4
11/12/2022,United States,Influenza,Race/Ethnicity,"AI/AN, NH",3.9
11/12/2022,United States,Influenza,Race/Ethnicity,"Black, NH",5.8
11/12/2022,United States,RSV,Sex,Male,1.4
11/12/2022,United States,RSV,Sex,Invalid,0
11/12/2022,United States,RSV,Sex,Other,0
11/12/2022,United States,RSV,Sex,Female,1.1
11/12/2022,United States,RSV,Age Group,18-64 years,0.1
11/12/2022,United States,RSV,Age Group,65+ years,0.3
11/12/2022,United States,RSV,Age Group,5-17 years,0.9
11/12/2022,United States,RSV,Age Group,0-4 years,9
11/12/2022,United States,RSV,Race/Ethnicity,Hispanic,1.7
11/12/2022,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",1.5
11/12/2022,United States,RSV,Race/Ethnicity,"White, NH",1.1
11/12/2022,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",1.7
11/12/2022,United States,RSV,Race/Ethnicity,"AI/AN, NH",1.6
11/12/2022,United States,RSV,Race/Ethnicity,"Black, NH",0.9
3/2/2024,United States,COVID-19,Sex,Male,1.2
3/2/2024,United States,COVID-19,Sex,Invalid,0.1
3/2/2024,United States,COVID-19,Sex,Other,0
3/2/2024,United States,COVID-19,Sex,Female,1.4
3/2/2024,United States,COVID-19,Age Group,18-64 years,1.1
3/2/2024,United States,COVID-19,Age Group,65+ years,2
3/2/2024,United States,COVID-19,Age Group,5-17 years,0.7
3/2/2024,United States,COVID-19,Age Group,0-4 years,1.9
3/2/2024,United States,COVID-19,Race/Ethnicity,Hispanic,1.1
3/2/2024,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",1
3/2/2024,United States,COVID-19,Race/Ethnicity,"White, NH",1.4
3/2/2024,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",1.4
3/2/2024,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",1.3
3/2/2024,United States,COVID-19,Race/Ethnicity,"Black, NH",1.3
3/2/2024,United States,Combined,Sex,Male,4.2
3/2/2024,United States,Combined,Sex,Invalid,0.2
3/2/2024,United States,Combined,Sex,Other,0
3/2/2024,United States,Combined,Sex,Female,4.3
3/2/2024,United States,Combined,Age Group,18-64 years,3.4
3/2/2024,United States,Combined,Age Group,65+ years,3.5
3/2/2024,United States,Combined,Age Group,5-17 years,7.1
3/2/2024,United States,Combined,Age Group,0-4 years,8.9
3/2/2024,United States,Combined,Race/Ethnicity,Hispanic,4.5
3/2/2024,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",3.8
3/2/2024,United States,Combined,Race/Ethnicity,"White, NH",4.1
3/2/2024,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",4.5
3/2/2024,United States,Combined,Race/Ethnicity,"AI/AN, NH",4.5
3/2/2024,United States,Combined,Race/Ethnicity,"Black, NH",4.6
3/2/2024,United States,Influenza,Sex,Male,2.8
3/2/2024,United States,Influenza,Sex,Invalid,0.1
3/2/2024,United States,Influenza,Sex,Other,0
3/2/2024,United States,Influenza,Sex,Female,2.8
3/2/2024,United States,Influenza,Age Group,18-64 years,2.3
3/2/2024,United States,Influenza,Age Group,65+ years,1.4
3/2/2024,United States,Influenza,Age Group,5-17 years,6.4
3/2/2024,United States,Influenza,Age Group,0-4 years,5.6
3/2/2024,United States,Influenza,Race/Ethnicity,Hispanic,3.3
3/2/2024,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",2.6
3/2/2024,United States,Influenza,Race/Ethnicity,"White, NH",2.5
3/2/2024,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",3
3/2/2024,United States,Influenza,Race/Ethnicity,"AI/AN, NH",2.7
3/2/2024,United States,Influenza,Race/Ethnicity,"Black, NH",3.2
3/2/2024,United States,RSV,Sex,Male,0.2
3/2/2024,United States,RSV,Sex,Invalid,0
3/2/2024,United States,RSV,Sex,Other,0
3/2/2024,United States,RSV,Sex,Female,0.2
3/2/2024,United States,RSV,Age Group,18-64 years,0.1
3/2/2024,United States,RSV,Age Group,65+ years,0.2
3/2/2024,United States,RSV,Age Group,5-17 years,0.1
3/2/2024,United States,RSV,Age Group,0-4 years,1.5
3/2/2024,United States,RSV,Race/Ethnicity,Hispanic,0.2
3/2/2024,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0.2
3/2/2024,United States,RSV,Race/Ethnicity,"White, NH",0.2
3/2/2024,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0.2
3/2/2024,United States,RSV,Race/Ethnicity,"AI/AN, NH",0.5
3/2/2024,United States,RSV,Race/Ethnicity,"Black, NH",0.1
9/2/2023,United States,COVID-19,Sex,Male,2.3
9/2/2023,United States,COVID-19,Sex,Invalid,0.1
9/2/2023,United States,COVID-19,Sex,Other,0
9/2/2023,United States,COVID-19,Sex,Female,2.7
9/2/2023,United States,COVID-19,Age Group,18-64 years,2.1
9/2/2023,United States,COVID-19,Age Group,65+ years,3
9/2/2023,United States,COVID-19,Age Group,5-17 years,2.5
9/2/2023,United States,COVID-19,Age Group,0-4 years,3.9
9/2/2023,United States,COVID-19,Race/Ethnicity,Hispanic,2.9
9/2/2023,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",2.2
9/2/2023,United States,COVID-19,Race/Ethnicity,"White, NH",2.3
9/2/2023,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",2.8
9/2/2023,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",2.1
9/2/2023,United States,COVID-19,Race/Ethnicity,"Black, NH",2.8
9/2/2023,United States,Combined,Sex,Male,2.5
9/2/2023,United States,Combined,Sex,Invalid,0.2
9/2/2023,United States,Combined,Sex,Other,0
9/2/2023,United States,Combined,Sex,Female,2.9
9/2/2023,United States,Combined,Age Group,18-64 years,2.2
9/2/2023,United States,Combined,Age Group,65+ years,3.2
9/2/2023,United States,Combined,Age Group,5-17 years,3.1
9/2/2023,United States,Combined,Age Group,0-4 years,5.2
9/2/2023,United States,Combined,Race/Ethnicity,Hispanic,3.4
9/2/2023,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",2.5
9/2/2023,United States,Combined,Race/Ethnicity,"White, NH",2.4
9/2/2023,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",3.3
9/2/2023,United States,Combined,Race/Ethnicity,"AI/AN, NH",2.3
9/2/2023,United States,Combined,Race/Ethnicity,"Black, NH",3.2
9/2/2023,United States,Influenza,Sex,Male,0.2
9/2/2023,United States,Influenza,Sex,Invalid,0
9/2/2023,United States,Influenza,Sex,Other,0
9/2/2023,United States,Influenza,Sex,Female,0.2
9/2/2023,United States,Influenza,Age Group,18-64 years,0.2
9/2/2023,United States,Influenza,Age Group,65+ years,0.1
9/2/2023,United States,Influenza,Age Group,5-17 years,0.6
9/2/2023,United States,Influenza,Age Group,0-4 years,0.6
9/2/2023,United States,Influenza,Race/Ethnicity,Hispanic,0.4
9/2/2023,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.2
9/2/2023,United States,Influenza,Race/Ethnicity,"White, NH",0.2
9/2/2023,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",0.4
9/2/2023,United States,Influenza,Race/Ethnicity,"AI/AN, NH",0.2
9/2/2023,United States,Influenza,Race/Ethnicity,"Black, NH",0.3
9/2/2023,United States,RSV,Sex,Male,0.1
9/2/2023,United States,RSV,Sex,Invalid,0
9/2/2023,United States,RSV,Sex,Other,0
9/2/2023,United States,RSV,Sex,Female,0.1
9/2/2023,United States,RSV,Age Group,18-64 years,0
9/2/2023,United States,RSV,Age Group,65+ years,0
9/2/2023,United States,RSV,Age Group,5-17 years,0
9/2/2023,United States,RSV,Age Group,0-4 years,0.8
9/2/2023,United States,RSV,Race/Ethnicity,Hispanic,0.1
9/2/2023,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0.1
9/2/2023,United States,RSV,Race/Ethnicity,"White, NH",0
9/2/2023,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0.1
9/2/2023,United States,RSV,Race/Ethnicity,"AI/AN, NH",0
9/2/2023,United States,RSV,Race/Ethnicity,"Black, NH",0.1
6/10/2023,United States,COVID-19,Sex,Male,0.5
6/10/2023,United States,COVID-19,Sex,Invalid,0
6/10/2023,United States,COVID-19,Sex,Other,0
6/10/2023,United States,COVID-19,Sex,Female,0.5
6/10/2023,United States,COVID-19,Age Group,18-64 years,0.4
6/10/2023,United States,COVID-19,Age Group,65+ years,0.9
6/10/2023,United States,COVID-19,Age Group,5-17 years,0.2
6/10/2023,United States,COVID-19,Age Group,0-4 years,0.6
6/10/2023,United States,COVID-19,Race/Ethnicity,Hispanic,0.5
6/10/2023,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",0.5
6/10/2023,United States,COVID-19,Race/Ethnicity,"White, NH",0.5
6/10/2023,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",1
6/10/2023,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",0.5
6/10/2023,United States,COVID-19,Race/Ethnicity,"Black, NH",0.4
6/10/2023,United States,Combined,Sex,Male,0.7
6/10/2023,United States,Combined,Sex,Invalid,0
6/10/2023,United States,Combined,Sex,Other,0
6/10/2023,United States,Combined,Sex,Female,0.8
6/10/2023,United States,Combined,Age Group,18-64 years,0.6
6/10/2023,United States,Combined,Age Group,65+ years,1
6/10/2023,United States,Combined,Age Group,5-17 years,0.8
6/10/2023,United States,Combined,Age Group,0-4 years,1.5
6/10/2023,United States,Combined,Race/Ethnicity,Hispanic,1
6/10/2023,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",0.7
6/10/2023,United States,Combined,Race/Ethnicity,"White, NH",0.7
6/10/2023,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",1.3
6/10/2023,United States,Combined,Race/Ethnicity,"AI/AN, NH",0.7
6/10/2023,United States,Combined,Race/Ethnicity,"Black, NH",0.8
6/10/2023,United States,Influenza,Sex,Male,0.2
6/10/2023,United States,Influenza,Sex,Invalid,0
6/10/2023,United States,Influenza,Sex,Other,0
6/10/2023,United States,Influenza,Sex,Female,0.3
6/10/2023,United States,Influenza,Age Group,18-64 years,0.2
6/10/2023,United States,Influenza,Age Group,65+ years,0.1
6/10/2023,United States,Influenza,Age Group,5-17 years,0.6
6/10/2023,United States,Influenza,Age Group,0-4 years,0.6
6/10/2023,United States,Influenza,Race/Ethnicity,Hispanic,0.4
6/10/2023,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.2
6/10/2023,United States,Influenza,Race/Ethnicity,"White, NH",0.2
6/10/2023,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",0.3
6/10/2023,United States,Influenza,Race/Ethnicity,"AI/AN, NH",0.2
6/10/2023,United States,Influenza,Race/Ethnicity,"Black, NH",0.3
6/10/2023,United States,RSV,Sex,Male,0
6/10/2023,United States,RSV,Sex,Invalid,0
6/10/2023,United States,RSV,Sex,Other,0
6/10/2023,United States,RSV,Sex,Female,0
6/10/2023,United States,RSV,Age Group,18-64 years,0
6/10/2023,United States,RSV,Age Group,65+ years,0
6/10/2023,United States,RSV,Age Group,5-17 years,0
6/10/2023,United States,RSV,Age Group,0-4 years,0.3
6/10/2023,United States,RSV,Race/Ethnicity,Hispanic,0
6/10/2023,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0
6/10/2023,United States,RSV,Race/Ethnicity,"White, NH",0
