"Notes"	"States"	"States Code"	"Single-Year Ages"	"Single-Year Ages Code"	Population
	"Idaho"	"16"	"67 years"	"67"	22409
	"Idaho"	"16"	"68 years"	"68"	21770
	"Idaho"	"16"	"69 years"	"69"	21165
	"Idaho"	"16"	"70 years"	"70"	20672
	"Idaho"	"16"	"71 years"	"71"	19706
	"Idaho"	"16"	"72 years"	"72"	18441
	"Idaho"	"16"	"73 years"	"73"	17310
	"Idaho"	"16"	"74 years"	"74"	16656
	"Idaho"	"16"	"75 years"	"75"	16161
	"Idaho"	"16"	"76 years"	"76"	17058
	"Idaho"	"16"	"77 years"	"77"	11571
	"Idaho"	"16"	"78 years"	"78"	11078
	"Idaho"	"16"	"79 years"	"79"	10636
	"Idaho"	"16"	"80 years"	"80"	10514
	"Idaho"	"16"	"81 years"	"81"	8590
	"Idaho"	"16"	"82 years"	"82"	7476
	"Idaho"	"16"	"83 years"	"83"	6685
	"Idaho"	"16"	"84 years"	"84"	5938
	"Idaho"	"16"	"85+ years"	"85+"	30410
"Total"	"Idaho"	"16"			1964726
	"Illinois"	"17"	"< 1 year"	"0"	126792
	"Illinois"	"17"	"1 year"	"1"	129077
	"Illinois"	"17"	"2 years"	"2"	130714
	"Illinois"	"17"	"3 years"	"3"	137579
	"Illinois"	"17"	"4 years"	"4"	140712
	"Illinois"	"17"	"5 years"	"5"	144919
	"Illinois"	"17"	"6 years"	"6"	147917
	"Illinois"	"17"	"7 years"	"7"	152123
	"Illinois"	"17"	"8 years"	"8"	153215
	"Illinois"	"17"	"9 years"	"9"	151561
	"Illinois"	"17"	"10 years"	"10"	150936
	"Illinois"	"17"	"11 years"	"11"	152599
	"Illinois"	"17"	"12 years"	"12"	155267
	"Illinois"	"17"	"13 years"	"13"	159633
	"Illinois"	"17"	"14 years"	"14"	163033
	"Illinois"	"17"	"15 years"	"15"	169864
	"Illinois"	"17"	"16 years"	"16"	170587
	"Illinois"	"17"	"17 years"	"17"	168994
	"Illinois"	"17"	"18 years"	"18"	161904
	"Illinois"	"17"	"19 years"	"19"	160159
	"Illinois"	"17"	"20 years"	"20"	162147
	"Illinois"	"17"	"21 years"	"21"	161887
	"Illinois"	"17"	"22 years"	"22"	165026
	"Illinois"	"17"	"23 years"	"23"	165280
	"Illinois"	"17"	"24 years"	"24"	162028
	"Illinois"	"17"	"25 years"	"25"	162116
	"Illinois"	"17"	"26 years"	"26"	162747
	"Illinois"	"17"	"27 years"	"27"	163954
	"Illinois"	"17"	"28 years"	"28"	167842
	"Illinois"	"17"	"29 years"	"29"	170164
	"Illinois"	"17"	"30 years"	"30"	171779
	"Illinois"	"17"	"31 years"	"31"	174291
	"Illinois"	"17"	"32 years"	"32"	174708
	"Illinois"	"17"	"33 years"	"33"	173848
	"Illinois"	"17"	"34 years"	"34"	168954
	"Illinois"	"17"	"35 years"	"35"	167610
	"Illinois"	"17"	"36 years"	"36"	167020
	"Illinois"	"17"	"37 years"	"37"	168643
	"Illinois"	"17"	"38 years"	"38"	169898
	"Illinois"	"17"	"39 years"	"39"	166573
	"Illinois"	"17"	"40 years"	"40"	168884
	"Illinois"	"17"	"41 years"	"41"	169091
	"Illinois"	"17"	"42 years"	"42"	167438
	"Illinois"	"17"	"43 years"	"43"	168167
	"Illinois"	"17"	"44 years"	"44"	161233
	"Illinois"	"17"	"45 years"	"45"	157613
	"Illinois"	"17"	"46 years"	"46"	156080
	"Illinois"	"17"	"47 years"	"47"	150529
	"Illinois"	"17"	"48 years"	"48"	151397
	"Illinois"	"17"	"49 years"	"49"	148205
	"Illinois"	"17"	"50 years"	"50"	149379
	"Illinois"	"17"	"51 years"	"51"	156957
	"Illinois"	"17"	"52 years"	"52"	165384
	"Illinois"	"17"	"53 years"	"53"	161895
	"Illinois"	"17"	"54 years"	"54"	155392
	"Illinois"	"17"	"55 years"	"55"	152343
	"Illinois"	"17"	"56 years"	"56"	152670
	"Illinois"	"17"	"57 years"	"57"	154297
	"Illinois"	"17"	"58 years"	"58"	159200
	"Illinois"	"17"	"59 years"	"59"	161951
	"Illinois"	"17"	"60 years"	"60"	161979
	"Illinois"	"17"	"61 years"	"61"	162829
	"Illinois"	"17"	"62 years"	"62"	162933
	"Illinois"	"17"	"63 years"	"63"	159579
	"Illinois"	"17"	"64 years"	"64"	156242
	"Illinois"	"17"	"65 years"	"65"	154059
	"Illinois"	"17"	"66 years"	"66"	150459
	"Illinois"	"17"	"67 years"	"67"	143045
	"Illinois"	"17"	"68 years"	"68"	139392
	"Illinois"	"17"	"69 years"	"69"	132763
	"Illinois"	"17"	"70 years"	"70"	126055
	"Illinois"	"17"	"71 years"	"71"	120522
	"Illinois"	"17"	"72 years"	"72"	114477
	"Illinois"	"17"	"73 years"	"73"	107739
	"Illinois"	"17"	"74 years"	"74"	103376
	"Illinois"	"17"	"75 years"	"75"	99619
	"Illinois"	"17"	"76 years"	"76"	103689
	"Illinois"	"17"	"77 years"	"77"	72567
	"Illinois"	"17"	"78 years"	"78"	68442
	"Illinois"	"17"	"79 years"	"79"	66191
	"Illinois"	"17"	"80 years"	"80"	66801
	"Illinois"	"17"	"81 years"	"81"	57012
	"Illinois"	"17"	"82 years"	"82"	49984
	"Illinois"	"17"	"83 years"	"83"	44551
	"Illinois"	"17"	"84 years"	"84"	40568
	"Illinois"	"17"	"85+ years"	"85+"	242611
"Total"	"Illinois"	"17"			12549689
	"Indiana"	"18"	"< 1 year"	"0"	79101
	"Indiana"	"18"	"1 year"	"1"	80696
	"Indiana"	"18"	"2 years"	"2"	78995
	"Indiana"	"18"	"3 years"	"3"	82933
	"Indiana"	"18"	"4 years"	"4"	83998
	"Indiana"	"18"	"5 years"	"5"	85922
	"Indiana"	"18"	"6 years"	"6"	86627
	"Indiana"	"18"	"7 years"	"7"	88833
	"Indiana"	"18"	"8 years"	"8"	89476
	"Indiana"	"18"	"9 years"	"9"	89083
	"Indiana"	"18"	"10 years"	"10"	88996
	"Indiana"	"18"	"11 years"	"11"	88947
	"Indiana"	"18"	"12 years"	"12"	89248
	"Indiana"	"18"	"13 years"	"13"	91438
	"Indiana"	"18"	"14 years"	"14"	93692
	"Indiana"	"18"	"15 years"	"15"	97075
	"Indiana"	"18"	"16 years"	"16"	96883
	"Indiana"	"18"	"17 years"	"17"	95311
	"Indiana"	"18"	"18 years"	"18"	88593
	"Indiana"	"18"	"19 years"	"19"	95732
	"Indiana"	"18"	"20 years"	"20"	97664
	"Indiana"	"18"	"21 years"	"21"	96712
	"Indiana"	"18"	"22 years"	"22"	97755
	"Indiana"	"18"	"23 years"	"23"	94355
	"Indiana"	"18"	"24 years"	"24"	90312
	"Indiana"	"18"	"25 years"	"25"	88450
	"Indiana"	"18"	"26 years"	"26"	88082
	"Indiana"	"18"	"27 years"	"27"	87785
	"Indiana"	"18"	"28 years"	"28"	88374
	"Indiana"	"18"	"29 years"	"29"	89500
	"Indiana"	"18"	"30 years"	"30"	91297
	"Indiana"	"18"	"31 years"	"31"	93513
	"Indiana"	"18"	"32 years"	"32"	93456
	"Indiana"	"18"	"33 years"	"33"	92281
	"Indiana"	"18"	"34 years"	"34"	88731
	"Indiana"	"18"	"35 years"	"35"	86955
	"Indiana"	"18"	"36 years"	"36"	85953
	"Indiana"	"18"	"37 years"	"37"	87128
	"Indiana"	"18"	"38 years"	"38"	87613
	"Indiana"	"18"	"39 years"	"39"	85705
	"Indiana"	"18"	"40 years"	"40"	87711
	"Indiana"	"18"	"41 years"	"41"	88253
	"Indiana"	"18"	"42 years"	"42"	87833
	"Indiana"	"18"	"43 years"	"43"	87918
	"Indiana"	"18"	"44 years"	"44"	85086
	"Indiana"	"18"	"45 years"	"45"	83106
	"Indiana"	"18"	"46 years"	"46"	81447
	"Indiana"	"18"	"47 years"	"47"	78455
	"Indiana"	"18"	"48 years"	"48"	79620
	"Indiana"	"18"	"49 years"	"49"	77809
	"Indiana"	"18"	"50 years"	"50"	79230
	"Indiana"	"18"	"51 years"	"51"	83292
	"Indiana"	"18"	"52 years"	"52"	88609
	"Indiana"	"18"	"53 years"	"53"	85807
	"Indiana"	"18"	"54 years"	"54"	81321
	"Indiana"	"18"	"55 years"	"55"	79116
	"Indiana"	"18"	"56 years"	"56"	80104
	"Indiana"	"18"	"57 years"	"57"	80906
	"Indiana"	"18"	"58 years"	"58"	84887
	"Indiana"	"18"	"59 years"	"59"	87404
	"Indiana"	"18"	"60 years"	"60"	86916
	"Indiana"	"18"	"61 years"	"61"	87548
	"Indiana"	"18"	"62 years"	"62"	87810
	"Indiana"	"18"	"63 years"	"63"	85590
	"Indiana"	"18"	"64 years"	"64"	84073
	"Indiana"	"18"	"65 years"	"65"	83716
	"Indiana"	"18"	"66 years"	"66"	81873
	"Indiana"	"18"	"67 years"	"67"	77814
	"Indiana"	"18"	"68 years"	"68"	75515
	"Indiana"	"18"	"69 years"	"69"	72456
	"Indiana"	"18"	"70 years"	"70"	69040
	"Indiana"	"18"	"71 years"	"71"	66154
	"Indiana"	"18"	"72 years"	"72"	61889
	"Indiana"	"18"	"73 years"	"73"	58232
	"Indiana"	"18"	"74 years"	"74"	56315
	"Indiana"	"18"	"75 years"	"75"	53677
	"Indiana"	"18"	"76 years"	"76"	56234
	"Indiana"	"18"	"77 years"	"77"	38034
	"Indiana"	"18"	"78 years"	"78"	36153
	"Indiana"	"18"	"79 years"	"79"	35129
	"Indiana"	"18"	"80 years"	"80"	35531
	"Indiana"	"18"	"81 years"	"81"	29870
	"Indiana"	"18"	"82 years"	"82"	26113
	"Indiana"	"18"	"83 years"	"83"	23337
	"Indiana"	"18"	"84 years"	"84"	21223
	"Indiana"	"18"	"85+ years"	"85+"	120843
"Total"	"Indiana"	"18"			6862199
	"Iowa"	"19"	"< 1 year"	"0"	36766
	"Iowa"	"19"	"1 year"	"1"	37162
	"Iowa"	"19"	"2 years"	"2"	36187
	"Iowa"	"19"	"3 years"	"3"	37882
	"Iowa"	"19"	"4 years"	"4"	38042
	"Iowa"	"19"	"5 years"	"5"	39240
	"Iowa"	"19"	"6 years"	"6"	39874
	"Iowa"	"19"	"7 years"	"7"	40879
	"Iowa"	"19"	"8 years"	"8"	41217
	"Iowa"	"19"	"9 years"	"9"	41181
	"Iowa"	"19"	"10 years"	"10"	40704
	"Iowa"	"19"	"11 years"	"11"	40368
	"Iowa"	"19"	"12 years"	"12"	40422
	"Iowa"	"19"	"13 years"	"13"	42127
	"Iowa"	"19"	"14 years"	"14"	43586
	"Iowa"	"19"	"15 years"	"15"	45158
	"Iowa"	"19"	"16 years"	"16"	45103
	"Iowa"	"19"	"17 years"	"17"	44224
	"Iowa"	"19"	"18 years"	"18"	43635
	"Iowa"	"19"	"19 years"	"19"	48521
	"Iowa"	"19"	"20 years"	"20"	47667
	"Iowa"	"19"	"21 years"	"21"	46861
	"Iowa"	"19"	"22 years"	"22"	46791
	"Iowa"	"19"	"23 years"	"23"	44001
	"Iowa"	"19"	"24 years"	"24"	41648
	"Iowa"	"19"	"25 years"	"25"	40199
	"Iowa"	"19"	"26 years"	"26"	39601
	"Iowa"	"19"	"27 years"	"27"	39009
	"Iowa"	"19"	"28 years"	"28"	39216
	"Iowa"	"19"	"29 years"	"29"	39849
	"Iowa"	"19"	"30 years"	"30"	40557
	"Iowa"	"19"	"31 years"	"31"	41113
	"Iowa"	"19"	"32 years"	"32"	40819
	"Iowa"	"19"	"33 years"	"33"	40519
	"Iowa"	"19"	"34 years"	"34"	39181
	"Iowa"	"19"	"35 years"	"35"	38409
	"Iowa"	"19"	"36 years"	"36"	38592
	"Iowa"	"19"	"37 years"	"37"	39858
	"Iowa"	"19"	"38 years"	"38"	40990
	"Iowa"	"19"	"39 years"	"39"	40451
	"Iowa"	"19"	"40 years"	"40"	41552
	"Iowa"	"19"	"41 years"	"41"	41895
	"Iowa"	"19"	"42 years"	"42"	41587
	"Iowa"	"19"	"43 years"	"43"	41378
	"Iowa"	"19"	"44 years"	"44"	39762
	"Iowa"	"19"	"45 years"	"45"	38217
	"Iowa"	"19"	"46 years"	"46"	37158
	"Iowa"	"19"	"47 years"	"47"	35137
	"Iowa"	"19"	"48 years"	"48"	35174
	"Iowa"	"19"	"49 years"	"49"	33802
	"Iowa"	"19"	"50 years"	"50"	33683
	"Iowa"	"19"	"51 years"	"51"	35935
	"Iowa"	"19"	"52 years"	"52"	38285
	"Iowa"	"19"	"53 years"	"53"	37654
	"Iowa"	"19"	"54 years"	"54"	36745
	"Iowa"	"19"	"55 years"	"55"	35744
	"Iowa"	"19"	"56 years"	"56"	36173
	"Iowa"	"19"	"57 years"	"57"	36884
	"Iowa"	"19"	"58 years"	"58"	38597
	"Iowa"	"19"	"59 years"	"59"	40163
	"Iowa"	"19"	"60 years"	"60"	41049
	"Iowa"	"19"	"61 years"	"61"	41978
	"Iowa"	"19"	"62 years"	"62"	42529
	"Iowa"	"19"	"63 years"	"63"	41593
	"Iowa"	"19"	"64 years"	"64"	40884
	"Iowa"	"19"	"65 years"	"65"	40365
	"Iowa"	"19"	"66 years"	"66"	39471
	"Iowa"	"19"	"67 years"	"67"	37823
	"Iowa"	"19"	"68 years"	"68"	36995
	"Iowa"	"19"	"69 years"	"69"	35771
	"Iowa"	"19"	"70 years"	"70"	34270
	"Iowa"	"19"	"71 years"	"71"	33230
	"Iowa"	"19"	"72 years"	"72"	31249
	"Iowa"	"19"	"73 years"	"73"	29045
	"Iowa"	"19"	"74 years"	"74"	27756
	"Iowa"	"19"	"75 years"	"75"	26631
	"Iowa"	"19"	"76 years"	"76"	27786
	"Iowa"	"19"	"77 years"	"77"	18832
	"Iowa"	"19"	"78 years"	"78"	17846
	"Iowa"	"19"	"79 years"	"79"	17481
	"Iowa"	"19"	"80 years"	"80"	17699
	"Iowa"	"19"	"81 years"	"81"	14895
	"Iowa"	"19"	"82 years"	"82"	13447
	"Iowa"	"19"	"83 years"	"83"	12348
	"Iowa"	"19"	"84 years"	"84"	11412
	"Iowa"	"19"	"85+ years"	"85+"	71485
"Total"	"Iowa"	"19"			3207004
	"Kansas"	"20"	"< 1 year"	"0"	34590
	"Kansas"	"20"	"1 year"	"1"	34438
	"Kansas"	"20"	"2 years"	"2"	34227
	"Kansas"	"20"	"3 years"	"3"	35587
	"Kansas"	"20"	"4 years"	"4"	36146
	"Kansas"	"20"	"5 years"	"5"	36699
	"Kansas"	"20"	"6 years"	"6"	37609
	"Kansas"	"20"	"7 years"	"7"	38753
	"Kansas"	"20"	"8 years"	"8"	38922
	"Kansas"	"20"	"9 years"	"9"	39210
	"Kansas"	"20"	"10 years"	"10"	39446
	"Kansas"	"20"	"11 years"	"11"	39464
	"Kansas"	"20"	"12 years"	"12"	39938
	"Kansas"	"20"	"13 years"	"13"	40971
	"Kansas"	"20"	"14 years"	"14"	41554
	"Kansas"	"20"	"15 years"	"15"	42595
	"Kansas"	"20"	"16 years"	"16"	42456
	"Kansas"	"20"	"17 years"	"17"	41732
	"Kansas"	"20"	"18 years"	"18"	40379
	"Kansas"	"20"	"19 years"	"19"	43411
	"Kansas"	"20"	"20 years"	"20"	45151
	"Kansas"	"20"	"21 years"	"21"	43934
	"Kansas"	"20"	"22 years"	"22"	44114
	"Kansas"	"20"	"23 years"	"23"	42889
	"Kansas"	"20"	"24 years"	"24"	39782
	"Kansas"	"20"	"25 years"	"25"	38412
	"Kansas"	"20"	"26 years"	"26"	37219
	"Kansas"	"20"	"27 years"	"27"	37130
	"Kansas"	"20"	"28 years"	"28"	37360
	"Kansas"	"20"	"29 years"	"29"	37292
	"Kansas"	"20"	"30 years"	"30"	37898
	"Kansas"	"20"	"31 years"	"31"	38233
	"Kansas"	"20"	"32 years"	"32"	38018
	"Kansas"	"20"	"33 years"	"33"	37913
	"Kansas"	"20"	"34 years"	"34"	37177
	"Kansas"	"20"	"35 years"	"35"	37048
	"Kansas"	"20"	"36 years"	"36"	37108
	"Kansas"	"20"	"37 years"	"37"	38202
	"Kansas"	"20"	"38 years"	"38"	38764
	"Kansas"	"20"	"39 years"	"39"	38474
	"Kansas"	"20"	"40 years"	"40"	39001
	"Kansas"	"20"	"41 years"	"41"	39023
	"Kansas"	"20"	"42 years"	"42"	38368
	"Kansas"	"20"	"43 years"	"43"	37650
	"Kansas"	"20"	"44 years"	"44"	35841
	"Kansas"	"20"	"45 years"	"45"	34591
	"Kansas"	"20"	"46 years"	"46"	34265
	"Kansas"	"20"	"47 years"	"47"	32479
	"Kansas"	"20"	"48 years"	"48"	32550
	"Kansas"	"20"	"49 years"	"49"	31218
	"Kansas"	"20"	"50 years"	"50"	31211
	"Kansas"	"20"	"51 years"	"51"	32430
	"Kansas"	"20"	"52 years"	"52"	34512
	"Kansas"	"20"	"53 years"	"53"	33814
	"Kansas"	"20"	"54 years"	"54"	32445
	"Kansas"	"20"	"55 years"	"55"	31299
	"Kansas"	"20"	"56 years"	"56"	31510
	"Kansas"	"20"	"57 years"	"57"	32319
	"Kansas"	"20"	"58 years"	"58"	34108
	"Kansas"	"20"	"59 years"	"59"	35749
	"Kansas"	"20"	"60 years"	"60"	36353
	"Kansas"	"20"	"61 years"	"61"	36986
	"Kansas"	"20"	"62 years"	"62"	37060
	"Kansas"	"20"	"63 years"	"63"	36359
	"Kansas"	"20"	"64 years"	"64"	35766
	"Kansas"	"20"	"65 years"	"65"	35563
	"Kansas"	"20"	"66 years"	"66"	35001
	"Kansas"	"20"	"67 years"	"67"	33401
	"Kansas"	"20"	"68 years"	"68"	32563
	"Kansas"	"20"	"69 years"	"69"	31567
	"Kansas"	"20"	"70 years"	"70"	29965
	"Kansas"	"20"	"71 years"	"71"	28651
	"Kansas"	"20"	"72 years"	"72"	26938
	"Kansas"	"20"	"73 years"	"73"	25074
	"Kansas"	"20"	"74 years"	"74"	23884
	"Kansas"	"20"	"75 years"	"75"	22971
	"Kansas"	"20"	"76 years"	"76"	24276
	"Kansas"	"20"	"77 years"	"77"	16416
	"Kansas"	"20"	"78 years"	"78"	15654
	"Kansas"	"20"	"79 years"	"79"	15339
	"Kansas"	"20"	"80 years"	"80"	15183
	"Kansas"	"20"	"81 years"	"81"	12603
	"Kansas"	"20"	"82 years"	"82"	11218
	"Kansas"	"20"	"83 years"	"83"	10161
	"Kansas"	"20"	"84 years"	"84"	9424
	"Kansas"	"20"	"85+ years"	"85+"	57542
"Total"	"Kansas"	"20"			2940546
	"Kentucky"	"21"	"< 1 year"	"0"	52111
	"Kentucky"	"21"	"1 year"	"1"	52584
	"Kentucky"	"21"	"2 years"	"2"	51638
	"Kentucky"	"21"	"3 years"	"3"	53364
	"Kentucky"	"21"	"4 years"	"4"	54165
	"Kentucky"	"21"	"5 years"	"5"	55237
	"Kentucky"	"21"	"6 years"	"6"	55812
	"Kentucky"	"21"	"7 years"	"7"	56793
	"Kentucky"	"21"	"8 years"	"8"	57151
	"Kentucky"	"21"	"9 years"	"9"	57094
	"Kentucky"	"21"	"10 years"	"10"	56839
	"Kentucky"	"21"	"11 years"	"11"	56634
	"Kentucky"	"21"	"12 years"	"12"	56592
	"Kentucky"	"21"	"13 years"	"13"	57852
	"Kentucky"	"21"	"14 years"	"14"	59460
	"Kentucky"	"21"	"15 years"	"15"	61740
	"Kentucky"	"21"	"16 years"	"16"	61593
	"Kentucky"	"21"	"17 years"	"17"	60236
	"Kentucky"	"21"	"18 years"	"18"	56142
	"Kentucky"	"21"	"19 years"	"19"	54673
	"Kentucky"	"21"	"20 years"	"20"	56803
	"Kentucky"	"21"	"21 years"	"21"	58045
	"Kentucky"	"21"	"22 years"	"22"	60793
	"Kentucky"	"21"	"23 years"	"23"	61227
	"Kentucky"	"21"	"24 years"	"24"	59743
	"Kentucky"	"21"	"25 years"	"25"	58850
	"Kentucky"	"21"	"26 years"	"26"	57551
	"Kentucky"	"21"	"27 years"	"27"	57585
	"Kentucky"	"21"	"28 years"	"28"	58252
	"Kentucky"	"21"	"29 years"	"29"	58949
	"Kentucky"	"21"	"30 years"	"30"	59676
	"Kentucky"	"21"	"31 years"	"31"	61323
	"Kentucky"	"21"	"32 years"	"32"	62205
	"Kentucky"	"21"	"33 years"	"33"	61842
	"Kentucky"	"21"	"34 years"	"34"	59022
	"Kentucky"	"21"	"35 years"	"35"	56539
	"Kentucky"	"21"	"36 years"	"36"	55607
	"Kentucky"	"21"	"37 years"	"37"	55492
	"Kentucky"	"21"	"38 years"	"38"	56050
	"Kentucky"	"21"	"39 years"	"39"	55497
	"Kentucky"	"21"	"40 years"	"40"	56968
	"Kentucky"	"21"	"41 years"	"41"	57328
	"Kentucky"	"21"	"42 years"	"42"	57666
	"Kentucky"	"21"	"43 years"	"43"	58330
	"Kentucky"	"21"	"44 years"	"44"	56523
	"Kentucky"	"21"	"45 years"	"45"	55574
	"Kentucky"	"21"	"46 years"	"46"	55316
	"Kentucky"	"21"	"47 years"	"47"	52948
	"Kentucky"	"21"	"48 years"	"48"	53572
	"Kentucky"	"21"	"49 years"	"49"	52822
	"Kentucky"	"21"	"50 years"	"50"	53524
	"Kentucky"	"21"	"51 years"	"51"	56943
	"Kentucky"	"21"	"52 years"	"52"	60101
	"Kentucky"	"21"	"53 years"	"53"	57760
	"Kentucky"	"21"	"54 years"	"54"	55622
	"Kentucky"	"21"	"55 years"	"55"	54509
	"Kentucky"	"21"	"56 years"	"56"	55125
	"Kentucky"	"21"	"57 years"	"57"	56022
	"Kentucky"	"21"	"58 years"	"58"	58540
	"Kentucky"	"21"	"59 years"	"59"	60532
	"Kentucky"	"21"	"60 years"	"60"	59944
	"Kentucky"	"21"	"61 years"	"61"	60091
	"Kentucky"	"21"	"62 years"	"62"	59568
	"Kentucky"	"21"	"63 years"	"63"	58032
	"Kentucky"	"21"	"64 years"	"64"	57276
	"Kentucky"	"21"	"65 years"	"65"	56711
	"Kentucky"	"21"	"66 years"	"66"	55762
	"Kentucky"	"21"	"67 years"	"67"	53068
	"Kentucky"	"21"	"68 years"	"68"	51917
	"Kentucky"	"21"	"69 years"	"69"	50050
	"Kentucky"	"21"	"70 years"	"70"	47467
	"Kentucky"	"21"	"71 years"	"71"	45722
	"Kentucky"	"21"	"72 years"	"72"	43202
	"Kentucky"	"21"	"73 years"	"73"	40734
	"Kentucky"	"21"	"74 years"	"74"	39694
	"Kentucky"	"21"	"75 years"	"75"	37991
	"Kentucky"	"21"	"76 years"	"76"	40020
	"Kentucky"	"21"	"77 years"	"77"	26752
	"Kentucky"	"21"	"78 years"	"78"	25329
	"Kentucky"	"21"	"79 years"	"79"	24399
	"Kentucky"	"21"	"80 years"	"80"	24175
	"Kentucky"	"21"	"81 years"	"81"	19927
	"Kentucky"	"21"	"82 years"	"82"	17755
	"Kentucky"	"21"	"83 years"	"83"	15818
	"Kentucky"	"21"	"84 years"	"84"	14389
	"Kentucky"	"21"	"85+ years"	"85+"	75875
"Total"	"Kentucky"	"21"			4526154
	"Louisiana"	"22"	"< 1 year"	"0"	55838
	"Louisiana"	"22"	"1 year"	"1"	56006
	"Louisiana"	"22"	"2 years"	"2"	55733
	"Louisiana"	"22"	"3 years"	"3"	55437
	"Louisiana"	"22"	"4 years"	"4"	56413
	"Louisiana"	"22"	"5 years"	"5"	57869
	"Louisiana"	"22"	"6 years"	"6"	59069
	"Louisiana"	"22"	"7 years"	"7"	60700
	"Louisiana"	"22"	"8 years"	"8"	60717
	"Louisiana"	"22"	"9 years"	"9"	60103
	"Louisiana"	"22"	"10 years"	"10"	58882
	"Louisiana"	"22"	"11 years"	"11"	58542
	"Louisiana"	"22"	"12 years"	"12"	58735
	"Louisiana"	"22"	"13 years"	"13"	60271
	"Louisiana"	"22"	"14 years"	"14"	62108
	"Louisiana"	"22"	"15 years"	"15"	64585
	"Louisiana"	"22"	"16 years"	"16"	64059
	"Louisiana"	"22"	"17 years"	"17"	62082
	"Louisiana"	"22"	"18 years"	"18"	58840
	"Louisiana"	"22"	"19 years"	"19"	57729
	"Louisiana"	"22"	"20 years"	"20"	57840
	"Louisiana"	"22"	"21 years"	"21"	59257
	"Louisiana"	"22"	"22 years"	"22"	61546
	"Louisiana"	"22"	"23 years"	"23"	61835
	"Louisiana"	"22"	"24 years"	"24"	59478
	"Louisiana"	"22"	"25 years"	"25"	57657
	"Louisiana"	"22"	"26 years"	"26"	56640
	"Louisiana"	"22"	"27 years"	"27"	55611
	"Louisiana"	"22"	"28 years"	"28"	56787
	"Louisiana"	"22"	"29 years"	"29"	58557
	"Louisiana"	"22"	"30 years"	"30"	60330
	"Louisiana"	"22"	"31 years"	"31"	62124
	"Louisiana"	"22"	"32 years"	"32"	64227
	"Louisiana"	"22"	"33 years"	"33"	64079
	"Louisiana"	"22"	"34 years"	"34"	62524
	"Louisiana"	"22"	"35 years"	"35"	60996
	"Louisiana"	"22"	"36 years"	"36"	60619
	"Louisiana"	"22"	"37 years"	"37"	61301
	"Louisiana"	"22"	"38 years"	"38"	62108
	"Louisiana"	"22"	"39 years"	"39"	60771
	"Louisiana"	"22"	"40 years"	"40"	61841
	"Louisiana"	"22"	"41 years"	"41"	62057
	"Louisiana"	"22"	"42 years"	"42"	61026
	"Louisiana"	"22"	"43 years"	"43"	59956
	"Louisiana"	"22"	"44 years"	"44"	56867
	"Louisiana"	"22"	"45 years"	"45"	54914
	"Louisiana"	"22"	"46 years"	"46"	54036
	"Louisiana"	"22"	"47 years"	"47"	51003
	"Louisiana"	"22"	"48 years"	"48"	50614
	"Louisiana"	"22"	"49 years"	"49"	49425
	"Louisiana"	"22"	"50 years"	"50"	49966
	"Louisiana"	"22"	"51 years"	"51"	52520
	"Louisiana"	"22"	"52 years"	"52"	55210
	"Louisiana"	"22"	"53 years"	"53"	53973
	"Louisiana"	"22"	"54 years"	"54"	52680
	"Louisiana"	"22"	"55 years"	"55"	52303
	"Louisiana"	"22"	"56 years"	"56"	53022
	"Louisiana"	"22"	"57 years"	"57"	54319
	"Louisiana"	"22"	"58 years"	"58"	56737
	"Louisiana"	"22"	"59 years"	"59"	58330
	"Louisiana"	"22"	"60 years"	"60"	58164
	"Louisiana"	"22"	"61 years"	"61"	59004
	"Louisiana"	"22"	"62 years"	"62"	58683
	"Louisiana"	"22"	"63 years"	"63"	58276
	"Louisiana"	"22"	"64 years"	"64"	57163
	"Louisiana"	"22"	"65 years"	"65"	55988
	"Louisiana"	"22"	"66 years"	"66"	55469
	"Louisiana"	"22"	"67 years"	"67"	53458
	"Louisiana"	"22"	"68 years"	"68"	52211
	"Louisiana"	"22"	"69 years"	"69"	49648
	"Louisiana"	"22"	"70 years"	"70"	46843
	"Louisiana"	"22"	"71 years"	"71"	44511
	"Louisiana"	"22"	"72 years"	"72"	42551
	"Louisiana"	"22"	"73 years"	"73"	40017
	"Louisiana"	"22"	"74 years"	"74"	38085
	"Louisiana"	"22"	"75 years"	"75"	36629
	"Louisiana"	"22"	"76 years"	"76"	38119
	"Louisiana"	"22"	"77 years"	"77"	26322
	"Louisiana"	"22"	"78 years"	"78"	25133
	"Louisiana"	"22"	"79 years"	"79"	23766
	"Louisiana"	"22"	"80 years"	"80"	23381
	"Louisiana"	"22"	"81 years"	"81"	19476
	"Louisiana"	"22"	"82 years"	"82"	17322
	"Louisiana"	"22"	"83 years"	"83"	15500
	"Louisiana"	"22"	"84 years"	"84"	13906
	"Louisiana"	"22"	"85+ years"	"85+"	75320
"Total"	"Louisiana"	"22"			4573749
	"Maine"	"23"	"< 1 year"	"0"	11892
	"Maine"	"23"	"1 year"	"1"	12068
	"Maine"	"23"	"2 years"	"2"	11835
	"Maine"	"23"	"3 years"	"3"	12859
	"Maine"	"23"	"4 years"	"4"	12991
	"Maine"	"23"	"5 years"	"5"	13043
	"Maine"	"23"	"6 years"	"6"	13429
	"Maine"	"23"	"7 years"	"7"	13888
	"Maine"	"23"	"8 years"	"8"	13971
	"Maine"	"23"	"9 years"	"9"	13972
