Session Title,HA1C 7.0% or more and Percentage with BMI 30.0  or more and 49.8  or less by Age in Years (Current) Range and State of Residence (U.S.),,,
,"KANE, IL",90508,10.7%,54.5%
,"SACRAMENTO, CA",85829,5%,37.5%
,"OSCEOLA, FL",87532,6.2%,53%
,"PIMA, AZ",68378,7.3%,47.3%
,"GWINNETT, GA",73027,6.9%,49.4%
,"LARIMER, CO",78330,5.4%,42.9%
,"LAKE, IN",85081,12%,61.6%
,"ALLEN, IN",72053,12.4%,59.8%
,"WINNEBAGO, IL",73529,13.9%,63.9%
,"NEW LONDON, CT",73232,8%,54.8%
,"ADAMS, CO",57036,6.9%,47.8%
,"SAN MATEO, CA",64387,4.4%,28.4%
,"WELD, CO",62963,7.8%,54.1%
,"JEFFERSON, CO",59606,4.1%,36.1%
,"PALM BEACH, FL",66698,3.1%,36.4%
,"LINN, IA",64812,10.8%,63.3%
,"PINELLAS, FL",75002,6.7%,43.8%
,"FAYETTE, KY",10 or fewer,-,-
,"MONTEREY, CA",56894,11%,52.8%
,"BOULDER, CO",65367,3.6%,27.9%
,"CANYON, ID",56777,11.6%,60.1%
,"ALACHUA, FL",47543,9%,51.7%
,"DOUGLAS, CO",61453,3.3%,36.7%
,"PASCO, FL",66599,6.7%,50.5%
,"HALL, GA",55773,11.7%,56.8%
,"KERN, CA",55495,11.9%,55%
,"NEW CASTLE, DE",36347,7.2%,51.9%
,"CHAMPAIGN, IL",49424,10.8%,56.9%
,"WILL, IL",62406,8.9%,54.2%
,"PEORIA, IL",49337,11.4%,61.8%
,"SHAWNEE, KS",50337,12.9%,64.1%
,"MARION, FL",40465,8.1%,55.5%
,"MCHENRY, IL",52914,7.3%,54.8%
,"SUSSEX, DE",40867,11.7%,59.9%
,"MCLEAN, IL",43238,8.6%,60%
,"VANDERBURGH, IN",42600,12.2%,61.8%
,"JOHNSON, IA",35266,8.4%,51.1%
,"MOBILE, AL",52450,12.6%,61.8%
,"SAINT LUCIE, FL",43081,4.4%,52.2%
,"CHEROKEE, GA",40066,6.3%,50.7%
,"MIDDLESEX, CT",42794,6.5%,52.8%
,"COLLIER, FL",30362,4.7%,40.1%
,"SAINT JOHNS, FL",41874,3.9%,41.7%
,"HAMILTON, IN",43957,5.5%,50.2%
,"KENT, DE",36085,13.7%,64.7%
,"PAULDING, GA",43948,11.2%,64.9%
,"SAN JOAQUIN, CA",38700,2.7%,43.3%
,"TAZEWELL, IL",37205,10.2%,63.1%
,"SONOMA, CA",35390,11%,46.1%
,"BALDWIN, AL",39112,8.2%,55%
,"HARDIN, KY",10 or fewer,-,-
,"INDIAN RIVER, FL",29484,4.5%,37.6%
,"LITCHFIELD, CT",35732,5.6%,52%
,"BREVARD, FL",28150,2.8%,44.5%
,"ROCK ISLAND, IL",30724,12%,64.2%
,"DOUGLAS, GA",33655,11.9%,62%
,"CLARK, IN",30766,11.9%,65.7%
,"CLAY, FL",27985,6.6%,57.1%
,"SCOTT, IA",29743,9.7%,59.4%
,"SAINT CLAIR, IL",33111,9.3%,60.1%
,"TOLLAND, CT",28598,5%,52.2%
,"SANGAMON, IL",26146,8.4%,57.4%
,"LOWNDES, GA",26271,9.9%,54.3%
,"WYANDOTTE, KS",27227,12%,61.4%
,"ST JOSEPH, IN",27744,10.3%,58.2%
,"LA SALLE, IL",26244,9.6%,62.4%
,"MARTIN, FL",23099,3.6%,41.9%
,"KENDALL, IL",28339,9.8%,60.5%
,"TWIN FALLS, ID",24116,9.8%,55.7%
,"WINDHAM, CT",25446,6.9%,58.1%
,"MADISON, IN",23449,13.1%,64.5%
,"FLAGLER, FL",23093,6.6%,51.7%
,"BULLITT, KY",10 or fewer,-,-
,"WOODBURY, IA",22320,11%,59.4%
,"NASSAU, FL",25516,7.1%,54.7%
,"HUMBOLDT, CA",23549,9%,49.8%
,"JOHNSON, IN",23419,7.1%,58.5%
,"SUMTER, FL",14183,6.3%,51.1%
,"BARTHOLOMEW, IN",22222,11.1%,59.3%
,"BLACK HAWK, IA",21725,12.4%,63.8%
,"CLAYTON, GA",19017,9.3%,59.8%
,"SOLANO, CA",21467,9.7%,43.1%
,"VERMILION, IL",21242,13.4%,65.6%
,"MADISON, IL",25240,9.9%,58.9%
,"PUEBLO, CO",21177,6.7%,54.4%
,"MADISON, KY",10 or fewer,-,-
,"SALINE, AR",23106,8.4%,61.5%
,"SANTA CRUZ, CA",22250,7.3%,41.1%
,"CRAIGHEAD, AR",20053,12.8%,66.1%
,"HENRY, GA",16984,7.9%,60.8%
,"SEBASTIAN, AR",21009,12%,56.5%
,"FORSYTH, GA",17440,4.4%,42.5%
,"MCCRACKEN, KY",10 or fewer,-,-
,"KENTON, KY",10 or fewer,-,-
,"KAUAI, HI",20128,9.2%,43.6%
,"PORTER, IN",22182,8.9%,57%
,"MACON, IL",18755,10.3%,59.3%
,"MARIN, CA",17998,8.6%,35.7%
,"FLOYD, IN",20144,10.6%,60.8%
,"FAULKNER, AR",17917,6.8%,60%
,"BARROW, GA",18166,10.8%,60.4%
,"JACKSON, GA",17396,9.6%,57.7%
,"BANNOCK, ID",18650,7.3%,51.4%
,"DUBUQUE, IA",16403,7.4%,57.2%
,"HIGHLANDS, FL",14164,7.6%,53.9%
,"TROUP, GA",16865,12%,61.4%
,"OLDHAM, KY",10 or fewer,-,-
,"PINAL, AZ",14872,5.7%,41.3%
,"WASHINGTON, AR",7626,8.2%,37.8%
,"MADERA, CA",17579,7.2%,61.6%
,"WARRICK, IN",15672,10.4%,60.1%
,"HOUSTON, AL",17960,7.7%,52.1%
,"MESA, CO",14600,5.8%,41.9%
,"LONOKE, AR",15841,8.6%,62.7%
,"WHITFIELD, GA",16204,11.4%,57.8%
,"BOONE, KY",10 or fewer,-,-
,"HOWARD, IN",13877,10%,62.8%
,"TULARE, CA",16335,4.7%,55.1%
,"BARTOW, GA",14878,8.4%,57.8%
,"HANCOCK, IN",14663,8.9%,61.8%
,"PIKE, KY",10 or fewer,-,-
,"DALLAS, IA",13087,7%,56.6%
,"BOONE, IL",14167,13.3%,64.4%
,"HAWAII, HI",12509,11%,40.2%
,"KNOX, IL",13077,11.6%,65.7%
,"PLACER, CA",13753,1.5%,27.5%
,"WAYNE, IN",11994,13.8%,63.6%
,"STANISLAUS, CA",13504,2.8%,28.9%
,"BENTON, AR",5319,4.2%,39.9%
,"HENDERSON, KY",10 or fewer,-,-
,"JESSAMINE, KY",10 or fewer,-,-
,"CRAWFORD, AR",12640,10.2%,59.3%
,"SHELBY, KY",10 or fewer,-,-
,"CAMPBELL, KY",10 or fewer,-,-
,"HOPKINS, KY",10 or fewer,-,-
,"SANTA BARBARA, CA",11752,15.4%,55.1%
,"FRANKLIN, KY",10 or fewer,-,-
,"BROOMFIELD, CO",10833,3.9%,35.8%
,"YOLO, CA",10736,7.6%,33.9%
,"SPALDING, GA",11047,10%,57%
,"HABERSHAM, GA",10447,11.2%,60.1%
,"WHITLEY, KY",10 or fewer,-,-
,"HERNANDO, FL",12732,7.4%,54.7%
,"MUSCATINE, IA",10500,14.8%,68.3%
,"GORDON, GA",11809,9%,60.3%
,"NOBLE, IN",10213,16.1%,66%
,"NELSON, KY",10 or fewer,-,-
,"EL DORADO, CA",12269,0.986%,28.6%
,"LEAVENWORTH, KS",12556,8.3%,59%
,"KNOX, IN",10048,12.7%,65.4%
,"WOODFORD, IL",10019,8.5%,62.1%
,"HENRY, IL",9733,10.7%,63.9%
,"VENTURA, CA",9850,0.883%,15.2%
,"CHARLOTTE, FL",8417,5.7%,46.2%
,"ELKHART, IN",10008,11.8%,56.1%
,"CITRUS, FL",8846,6.7%,52.5%
,"CLARKE, GA",9733,7.8%,52.5%
,"WEBSTER, IA",8991,11.9%,66.2%
,"JEFFERSON, AR",8847,13.3%,64.3%
,"MENDOCINO, CA",8775,7.5%,48.3%
,"KOSCIUSKO, IN",8986,12.1%,58.3%
,"HUNTINGTON, IN",8895,13.3%,64.7%
,"FLOYD, GA",10286,6.9%,56.9%
,"GIBSON, IN",9501,13.5%,65.6%
,"OGLE, IL",9557,11.4%,62.8%
,"BOURBON, KY",10 or fewer,-,-
,"HARRISON, IN",10110,12.6%,65.1%
,"CARROLL, GA",8339,9.6%,60.5%
,"LAUREL, KY",10 or fewer,-,-
,"WHITLEY, IN",8358,13.2%,63.9%
,"MARSHALL, IN",8493,11.4%,60.4%
,"CLARK, KY",10 or fewer,-,-
,"LIVINGSTON, IL",8439,11.8%,67%
,"CRITTENDEN, AR",9479,11.4%,64.5%
,"EFFINGHAM, IL",8729,7.9%,52.6%
,"WARREN, IA",8372,9.4%,62.8%
,"MARSHALL, IA",7863,11.7%,64.3%
,"SARASOTA, FL",7121,4%,37.4%
,"ELMORE, ID",7057,9.6%,56.8%
,"CLINTON, IL",8767,10%,62.4%
,"DOUGLAS, KS",9283,5.6%,49.2%
,"CATOOSA, GA",9317,8.8%,62.1%
,"BUREAU, IL",8252,7.5%,60%
,"WALKER, GA",8653,8.1%,58.7%
,"MERCED, CA",9333,6.6%,51.5%
,"SCOTT, KY",10 or fewer,-,-
,"DEKALB, IL",8681,8.4%,59.7%
,"MANATEE, FL",8164,5%,44.5%
,"MARSHALL, KY",10 or fewer,-,-
,"WALTON, GA",6257,8.1%,56.3%
,"DEARBORN, IN",7650,9.4%,63.4%
,"PULASKI, KY",10 or fewer,-,-
,"HENDRICKS, IN",8567,7.4%,56.4%
,"WABASH, IN",6899,13.7%,63.2%
,"WHITE, GA",7619,10.6%,60.2%
,"LUMPKIN, GA",7560,9.9%,58.3%
,"DAVIESS, KY",10 or fewer,-,-
,"BLAINE, ID",8100,4.2%,33.1%
,"WHITE, AR",7739,8.8%,60.1%
,"RICHMOND, GA",7874,8.2%,55.5%
,"COLUMBIA, FL",6783,10.2%,57.9%
,"COLES, IL",6872,9.9%,55.5%
,"STEPHENS, GA",6573,14.1%,61.8%
,"PAYETTE, ID",6836,11.6%,61.7%
,"COWETA, GA",6580,6.1%,51.2%
,"COFFEE, AL",6833,9.6%,58%
,"FAYETTE, GA",5891,4.8%,42.7%
,"MURRAY, GA",7798,11.9%,62.1%
,"GRAVES, KY",10 or fewer,-,-
,"LEVY, FL",6561,10.5%,59.3%
,"CAMDEN, GA",6033,9.2%,62.5%
,"GEARY, KS",5523,8.7%,59%
,"STEUBEN, IN",6556,12%,62.5%
,"GREENE, AR",6819,10.7%,66.6%
,"DAWSON, GA",5943,7.5%,53.7%
,"PUTNAM, FL",5584,9.7%,58%
,"LYON, KS",6174,13.6%,64.4%
,"KNOX, KY",10 or fewer,-,-
,"YAVAPAI, AZ",6449,3.3%,31.9%
,"JEROME, ID",5939,10.8%,57.5%
,"NAPA, CA",6096,10.1%,49.6%
,"RILEY, KS",6639,7.5%,52.9%
,"NEWTON, GA",4984,8.2%,56.7%
,"CLEBURNE, AR",6478,8.9%,59.5%
,"FLOYD, KY",10 or fewer,-,-
,"BARTON, KS",5484,7.5%,59.6%
,"POSEY, IN",6341,12%,62.2%
,"POTTAWATTAMIE, IA",7307,11.3%,61.3%
,"GARLAND, AR",4956,5.6%,51.1%
,"ROUTT, CO",6286,2.2%,26.3%
,"MACOUPIN, IL",5974,8.5%,59.3%
,"HOT SPRING, AR",6192,8.6%,61.1%
,"FULTON, IL",6138,9.4%,61%
,"LAGRANGE, IN",5372,12.7%,61.8%
,"MEADE, KY",10 or fewer,-,-
,"COLUMBIA, GA",5642,4.4%,48.7%
,"DALE, AL",6467,6.6%,51%
,"ROCKDALE, GA",4936,9%,57.3%
,"KINGS, CA",7145,4.5%,60.8%
,"BENTON, IA",5641,10.1%,67%
,"ESCAMBIA, FL",2558,7.7%,47.4%
,"ANDERSON, KY",10 or fewer,-,-
,"HENRY, KY",10 or fewer,-,-
,"WAPELLO, IA",4676,10.9%,57.2%
,"SIOUX, IA",4538,7%,50.3%
,"TELLER, CO",5969,4.6%,42.8%
,"FAYETTE, IN",4972,14.8%,65%
,"CLAY, KY",10 or fewer,-,-
,"STORY, IA",4590,8.2%,58%
,"FRANKLIN, GA",5123,11%,59.9%
,"DELAWARE, IN",5602,7.9%,59.7%
,"HENDRY, FL",4312,12.8%,64.8%
,"MAHASKA, IA",4800,10.3%,57.6%
,"BUENA VISTA, IA",4493,12.9%,62%
,"LEON, FL",3421,5.4%,49.4%
,"DES MOINES, IA",4313,11.1%,61.9%
,"JEFFERSON, IN",5152,10.2%,60.7%
,"CLARK, AR",4873,11.9%,64.1%
,"MONTGOMERY, IL",5071,8.6%,58.6%
,"POLK, GA",5074,8.7%,60.6%
,"CLINTON, IA",4466,11.6%,62.6%
,"SPENCER, KY",10 or fewer,-,-
,"BANKS, GA",4762,9.9%,58.8%
,"WASHINGTON, IN",5213,13.5%,65%
,"CHRISTIAN, IL",4675,10.2%,61.4%
,"POPE, AR",4715,6.6%,55.5%
,"ARKANSAS, AR",4553,13.5%,65.7%
,"COCHISE, AZ",3630,10.4%,53%
,"WASHINGTON, IA",4071,8.9%,63.2%
,"MUHLENBERG, KY",10 or fewer,-,-
,"DOUGLAS, IL",4150,12%,64.8%
,"HART, GA",4528,11.1%,58%
,"POINSETT, AR",4538,14.2%,68.3%
,"JONES, IA",4456,9.8%,65.6%
,"PIATT, IL",4359,8%,59.3%
,"SAN BENITO, CA",4431,6.6%,51.5%
,"MORGAN, IN",4910,6.3%,59.9%
,"RICHLAND, IL",4220,9.3%,60.9%
,"POWESHIEK, IA",4110,10.6%,60.2%
,"CHRISTIAN, KY",10 or fewer,-,-
,"BUTTS, GA",3981,7.4%,57.3%
,"WARREN, IL",3946,14%,67.7%
,"MISSISSIPPI, AR",4987,13.1%,68.3%
,"OUACHITA, AR",4332,16.4%,67.7%
,"TUSCALOOSA, AL",4467,18.6%,58.5%
,"OSAGE, KS",4214,13.9%,68.3%
,"SEDGWICK, KS",4665,5.8%,41.4%
,"LATAH, ID",3925,6.3%,48.2%
,"CEDAR, IA",4031,10.6%,66%
,"HARDEE, FL",4077,9.8%,61.2%
,"SHASTA, CA",3472,5.6%,47.2%
,"SUWANNEE, FL",3713,9.7%,57.1%
,"BRADFORD, FL",3923,13.4%,64.4%
,"FRANKLIN, KS",4380,7.6%,58.7%
,"GENEVA, AL",4598,6.8%,44.6%
,"MAUI, HI",3716,9.4%,38.6%
,"LEE, IA",3461,11.9%,60.5%
,"BREMER, IA",3758,8.4%,64.6%
,"PLYMOUTH, IA",3965,6.3%,50.8%
,"SHELBY, IL",3999,11.1%,59.2%
,"RIPLEY, IN",3441,10%,62.9%
,"BUTTE, CA",2802,2.5%,32.8%
,"BAKER, FL",4029,9.3%,63.6%
,"DAVIESS, IN",4154,13%,60.3%
,"SCOTT, IN",4524,13.3%,64.1%
,"OCONEE, GA",3971,5.9%,44%
,"LARUE, KY",10 or fewer,-,-
,"JEFFERSON, KS",4234,11.1%,62.8%
,"JASPER, IA",3760,9.3%,63.6%
,"GEM, ID",3826,9%,54.9%
,"OKALOOSA, FL",2243,4.5%,44.4%
,"GARRARD, KY",10 or fewer,-,-
,"BOND, IL",3981,10.6%,63.8%
,"IOWA, IA",3706,9.4%,64%
,"JACKSON, IN",4274,8%,60.2%
,"MIAMI, IN",3974,9.6%,61.8%
,"GRAYSON, KY",10 or fewer,-,-
,"UNION, KY",10 or fewer,-,-
,"CALLOWAY, KY",10 or fewer,-,-
,"OBRIEN, IA",3185,10.2%,60.7%
,"STEPHENSON, IL",3570,10.3%,59%
,"SANTA ROSA, FL",1777,5.4%,46.9%
,"GREENE, GA",3469,5.4%,48.6%
,"MONROE, FL",4363,3.8%,40.4%
,"GRANT, IN",3996,11.2%,59.8%
,"TAMA, IA",3483,13.4%,69.1%
,"WOODFORD, KY",10 or fewer,-,-
,"VALLEY, ID",3846,4.2%,39.4%
,"GRUNDY, IL",3756,5.1%,55%
,"MINIDOKA, ID",3537,13.1%,63.8%
,"JENNINGS, IN",3907,10.2%,61.7%
,"BRECKINRIDGE, KY",10 or fewer,-,-
,"WEBSTER, KY",10 or fewer,-,-
,"ELBERT, CO",3611,4.8%,46.4%
,"ESTILL, KY",10 or fewer,-,-
,"LAKE, CA",3429,8.2%,48.4%
,"RABUN, GA",3019,8.4%,54.2%
,"SAN LUIS OBISPO, CA",3253,2.7%,31.8%
,"BERRIEN, GA",3453,9.6%,53.6%
,"MIAMI, KS",4072,7.2%,54.7%
,"FRANKLIN, IN",3127,11.7%,64.6%
,"MARSHALL, IL",3225,11.4%,64.3%
,"LA PORTE, IN",4010,7%,54.3%
,"GOODING, ID",3150,9.1%,55.9%
,"IROQUOIS, IL",3081,9.8%,61.1%
,"ALLAMAKEE, IA",2849,9%,55.9%
,"FREMONT, CO",3235,5%,48.9%
,"WINNESHIEK, IA",2995,7.5%,52.1%
,"FAYETTE, IA",2893,11.1%,64.4%
,"LEE, IL",3396,9.2%,58.5%
,"IMPERIAL, CA",3244,9.9%,51%
,"BOYLE, KY",10 or fewer,-,-
,"UNION, AR",3645,8.1%,54.3%
,"MERCER, IL",3187,9.9%,65.1%
,"SPENCER, IN",3211,12.1%,62.6%
,"BAY, FL",2351,6%,45.2%
,"GRANT, AR",3235,8.7%,63.4%
,"ETOWAH, AL",4095,2.3%,57.6%
,"WILLIAMSON, IL",3150,5.3%,61.3%
,"MUSCOGEE, GA",2469,5%,52.5%
,"WHITESIDE, IL",2835,7.9%,56.6%
,"SHELBY, IN",3634,9.8%,61%
,"DEL NORTE, CA",3018,15.1%,60.3%
,"HENRY, IN",3274,10.3%,63.4%
,"LOGAN, IL",2835,8.7%,62.6%
,"CASSIA, ID",2860,8.8%,57.6%
,"POTTAWATOMIE, KS",3225,8.7%,58.9%
,"KANKAKEE, IL",3308,9.2%,57.2%
,"INDEPENDENCE, AR",2824,10.6%,58.7%
,"LAWRENCE, IL",3151,10.5%,64.2%
,"FAYETTE, IL",2894,8.5%,58.5%
,"MASSAC, IL",3148,12.6%,64.8%
,"WARREN, KY",10 or fewer,-,-
,"WELLS, IN",2811,10%,61.5%
,"MARION, AL",2893,14.1%,55.9%
,"BUCHANAN, IA",2822,8.7%,66.8%
,"OWYHEE, ID",2663,11.7%,58.5%
,"MERCER, KY",10 or fewer,-,-
,"BELL, KY",10 or fewer,-,-
,"BOYD, KY",10 or fewer,-,-
,"JACKSON, KS",2788,9.9%,63.8%
,"MADISON, GA",2881,10.5%,59.4%
,"MOFFAT, CO",2514,6.5%,52.3%
,"LETCHER, KY",10 or fewer,-,-
,"BOONE, IN",3009,6.4%,47.6%
,"CRAWFORD, IL",2754,7.1%,60.5%
,"MCCREARY, KY",10 or fewer,-,-
,"PICKENS, GA",2189,6%,54.5%
,"DUBOIS, IN",2707,8.1%,45.8%
,"CHATTOOGA, GA",3110,6.8%,61.3%
,"FORD, IL",2522,10.7%,64.3%
,"COCONINO, AZ",2535,2.4%,19.1%
,"MARION, IA",2407,6.2%,52.6%
,"JACKSON, IL",2617,6.4%,62.1%
,"PIKE, IN",2716,15.2%,67.3%
,"MILLER, AR",2751,12%,58.8%
,"BINGHAM, ID",2810,8.5%,51.9%
,"DECATUR, IN",2273,8.7%,59.6%
,"BIBB, GA",2322,5%,51.5%
,"UNION, GA",2166,6.9%,53.9%
,"HOUSTON, GA",2308,4.8%,54.5%
,"GILCHRIST, FL",2234,9.7%,58%
,"MERIWETHER, GA",2670,12.5%,61.9%
,"MORGAN, CO",2333,8.1%,52.2%
,"JACKSON, FL",2545,6.8%,50.8%
,"ESCAMBIA, AL",2487,12.9%,60.7%
,"CLAYTON, IA",2270,6.9%,61.9%
,"JO DAVIESS, IL",2345,5.9%,46.8%
,"HENRY, IA",2194,9.5%,63.6%
,"HUMBOLDT, IA",2166,8.4%,65.5%
,"CARTER, KY",10 or fewer,-,-
,"LYON, IA",2130,9.3%,56.7%
,"MORGAN, IL",2049,12.2%,62.8%
,"CONWAY, AR",2424,6.9%,61.2%
,"BATH, KY",10 or fewer,-,-
,"CARROLL, KY",10 or fewer,-,-
,"KNOTT, KY",10 or fewer,-,-
,"CALDWELL, KY",10 or fewer,-,-
,"MARION, KY",10 or fewer,-,-
,"GRUNDY, IA",2158,6.7%,65.2%
,"MOULTRIE, IL",2237,10.8%,60.4%
,"BONNEVILLE, ID",2334,4.7%,48.1%
,"LIVINGSTON, KY",10 or fewer,-,-
,"NEVADA, CA",2584,1.5%,21.6%
,"CHOCTAW, AL",2450,16.6%,69.1%
,"DIXIE, FL",2289,13.5%,59.9%
,"TAYLOR, KY",10 or fewer,-,-
,"DREW, AR",2373,5.3%,55%
,"WASHINGTON, ID",2223,9.3%,55.9%
,"ADAMS, IN",1989,9.4%,60.7%
,"ROCKCASTLE, KY",10 or fewer,-,-
,"CROSS, AR",2339,11%,65.7%
,"MCDONOUGH, IL",1973,9.4%,57.4%
,"JOHNSON, AR",2400,12.7%,55.9%
,"JACKSON, KY",10 or fewer,-,-
,"CHATHAM, GA",2087,5.2%,46.5%
,"MASON, IL",2221,11.2%,62.2%
,"DELAWARE, IA",2207,6.8%,65.3%
,"HENRY, AL",2640,6%,51.4%
,"HARALSON, GA",2113,9.6%,58.7%
,"OKEECHOBEE, FL",2194,5.7%,53.5%
,"JACKSON, IA",2175,6.9%,57.3%
,"LANIER, GA",2127,13.4%,59.1%
,"KEOKUK, IA",1945,8.6%,63.1%
,"VAN BUREN, AR",2203,7.3%,60.1%
,"COOK, GA",2271,9.7%,54.2%
,"RANDOLPH, IN",2068,11.1%,60.6%
,"GRANT, KY",10 or fewer,-,-
,"LOUISA, IA",2044,14%,67.3%
,"GARFIELD, CO",1901,2.8%,29.4%
,"HARLAN, KY",10 or fewer,-,-
,"LOGAN, AR",2202,12%,56.1%
,"CALHOUN, AL",3277,3.3%,55.4%
,"BUTLER, IA",1908,10.5%,65.4%
,"LASSEN, CA",2343,8%,57.7%
,"MONTGOMERY, KY",10 or fewer,-,-
,"PUTNAM, GA",2082,6.1%,52.7%
,"JASPER, IL",2033,8.8%,56.2%
,"LINCOLN, KY",10 or fewer,-,-
,"JEFFERSON, IA",1619,7%,51.8%
,"PERRY, KY",10 or fewer,-,-
,"PIKE, GA",2004,7.3%,52.3%
,"WRIGHT, IA",1683,10.8%,54.5%
,"LAMAR, GA",2008,7.7%,54.6%
,"JOHNSON, KY",10 or fewer,-,-
,"JASPER, IN",2209,8.1%,56.6%
,"KODIAK ISLAND, AK",1742,11.5%,52.5%
,"UNION, FL",1906,9.1%,56.9%
,"CLAY, IL",1929,7.9%,54.6%
,"BROOKS, GA",1943,10.3%,54.2%
,"GILMER, GA",1759,6.1%,50.2%
,"STARKE, IN",2018,10.7%,62.8%
,"JEFFERSON, AL",2274,6.6%,47.4%
,"DADE, GA",1978,7.5%,57.6%
,"MADISON, IA",1844,7.3%,61.9%
,"BARBOUR, AL",2107,6.8%,54.8%
,"CALHOUN, IA",1750,9%,68.5%
,"ALLEN, KS",1974,9.8%,60.7%
,"FANNIN, GA",1729,6.2%,44.5%
,"LAWRENCE, AR",1899,9.9%,67.5%
,"ANDERSON, KS",1717,9.7%,60.6%
,"SAC, IA",1679,11.7%,68%
,"FRANKLIN, AR",1786,8.7%,57.8%
,"CHAMBERS, AL",2452,9.5%,60%
,"PERRY, AR",1930,11.4%,64.9%
,"UNION, IN",1763,14.7%,68.9%
,"CASS, IN",1893,7.7%,60%
,"EAGLE, CO",1694,2.1%,19.1%
,"SAINT FRANCIS, AR",2049,12.7%,62.4%
,"ADAIR, KY",10 or fewer,-,-
,"PITKIN, CO",2054,1.3%,13.4%
,"FLEMING, KY",10 or fewer,-,-
,"WHITE, IL",1893,10.1%,57.7%
,"MOHAVE, AZ",1763,5.2%,46.2%
,"FRANKLIN, IL",1808,6.2%,62.7%
,"HARRIS, GA",1831,8.9%,56.1%
,"HARRISON, KY",10 or fewer,-,-
,"COLUMBIA, AR",1678,11.6%,55.6%
,"POCAHONTAS, IA",1567,11.6%,69.8%
,"LAMAR, AL",1917,10.3%,60.5%
,"ASHLEY, AR",1785,5.6%,55.9%
,"TOWNS, GA",1450,7.3%,53.2%
,"EDGAR, IL",1770,7.8%,57.1%
,"SISKIYOU, CA",1735,10.1%,50.5%
,"ELBERT, GA",1779,9.9%,58.3%
,"SALINE, IL",1850,7.8%,58.7%
,"CRAWFORD, IN",1944,13.3%,64.5%
,"BROWN, IN",1823,6.1%,50.3%
,"YUBA, CA",1798,2.8%,41.3%
,"GLYNN, GA",1395,7.8%,48.7%
,"BOONE, IA",1625,10.9%,63.2%
,"LYON, KY",10 or fewer,-,-
,"TRIMBLE, KY",10 or fewer,-,-
,"OTERO, CO",1618,10.2%,55.5%
,"GREENUP, KY",10 or fewer,-,-
,"SANTA CRUZ, AZ",1180,8.7%,46.1%
,"THOMAS, KS",1511,8.9%,55.7%
,"WABASH, IL",1652,10.6%,63.1%
,"LOGAN, CO",1537,11.1%,58.6%
,"CLARKE, AL",2081,13.1%,65.6%
,"CERRO GORDO, IA",1545,6.1%,49.1%
,"PRAIRIE, AR",1651,13.7%,67.2%
,"PICKENS, AL",1860,11.3%,62.3%
,"BALLARD, KY",10 or fewer,-,-
,"CHEROKEE, IA",1407,8.2%,54.5%
,"PHILLIPS, AR",1689,13.7%,60.5%
,"HART, KY",10 or fewer,-,-
,"POWELL, KY",10 or fewer,-,-
,"ATCHISON, KS",1808,9.3%,63.2%
,"MONROE, AR",1611,14.5%,67.4%
,"CASEY, KY",10 or fewer,-,-
,"JERSEY, IL",1682,9.3%,58.3%
,"CUMBERLAND, IL",1523,9.8%,54.4%
,"WASHINGTON, AL",1819,12%,64.7%
,"UNION, IL",1501,9%,63.6%
,"JACKSON, AR",1556,14.4%,67.5%
,"PERRY, IN",1601,8.8%,57.7%
,"MONROE, IN",1606,5.2%,47.4%
,"STARK, IL",1395,13.5%,68.4%
,"MORGAN, GA",1419,7.8%,52.9%
,"SHARP, AR",1479,9.7%,60.9%
,"DEKALB, IN",1522,16.8%,67.4%
,"MARION, IL",1493,8.6%,56.9%
,"RANDOLPH, AR",1531,8.9%,65.4%
,"CALAVERAS, CA",1343,2.2%,40.6%
,"RANDOLPH, IL",1619,11.3%,61.2%
,"WASHINGTON, KY",10 or fewer,-,-
,"BREATHITT, KY",10 or fewer,-,-
,"MONROE, AL",1893,10%,61.5%
,"BARREN, KY",10 or fewer,-,-
,"CLAY, AR",1454,9.8%,63.5%
,"GREEN, KY",10 or fewer,-,-
,"WAYNE, KY",10 or fewer,-,-
,"SUMTER, AL",1400,17.1%,66.1%
,"MONTROSE, CO",1112,5.1%,43.4%
,"BOISE, ID",1521,6.6%,48.1%
,"LESLIE, KY",10 or fewer,-,-
,"PUTNAM, IL",1436,6.7%,60%
,"SUTTER, CA",1463,3.4%,34.6%
,"FULTON, IN",1576,10.7%,59.6%
,"DELTA, CO",1133,3.5%,43.4%
,"LEE, AL",1694,5.1%,48.9%
,"HAMILTON, IA",1227,6.7%,54%
,"YUMA, AZ",1491,6.2%,51.4%
,"NEVADA, AR",1414,11.6%,66.5%
,"HARDIN, IA",1312,9.9%,64.7%
,"WABAUNSEE, KS",1412,11.6%,66.6%
,"CRITTENDEN, KY",10 or fewer,-,-
,"DECATUR, IA",1176,15.1%,65.7%
,"GRAND, CO",1420,2.4%,26.5%
,"JACKSON, AL",1636,8%,60.1%
,"YELL, AR",1434,6.6%,54.8%
,"HAMILTON, FL",1205,9.1%,57%
,"MAGOFFIN, KY",10 or fewer,-,-
,"HEMPSTEAD, AR",1243,8.1%,62.2%
,"APPANOOSE, IA",1320,7.8%,53.5%
,"COFFEY, KS",1429,10.3%,62.6%
,"FULTON, KY",10 or fewer,-,-
,"JOHNSON, IL",1406,9.7%,66.1%
,"MADISON, FL",1223,9.2%,53.4%
,"CARROLL, IL",1274,9.5%,53.8%
,"UPSON, GA",1469,6.6%,53.1%
