geography,age_level,outcome_name,outcome_type,source,url,geo_strata,age_strata,race_strata,race_level,additional_strata1,additional_strata_level,sex_strata,sex_level,Outcome_value1,outcome_label1
Nevada,40-64 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,4.8,Prevalence
Nevada,65+ Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,7.8,Prevalence
Nevada,<10 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.123,Prevalence
Nevada,Total,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,3.5,Prevalence
Nevada,NA,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,NA,Prevalence
New Hampshire,10-14 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.812,Prevalence
New Hampshire,15-19 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,1.1,Prevalence
New Hampshire,20-39 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,1.7,Prevalence
New Hampshire,40-64 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,7.2,Prevalence
New Hampshire,65+ Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,11,Prevalence
New Hampshire,<10 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.205,Prevalence
New Hampshire,Total,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,6,Prevalence
New Hampshire,NA,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,NA,Prevalence
New Jersey,10-14 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.543,Prevalence
New Jersey,15-19 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.774,Prevalence
New Jersey,20-39 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,1.5,Prevalence
New Jersey,40-64 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,7.3,Prevalence
New Jersey,65+ Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,11.3,Prevalence
New Jersey,<10 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.109,Prevalence
New Jersey,Total,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,6,Prevalence
New Jersey,NA,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,NA,Prevalence
New Mexico,10-14 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,NA,Prevalence
New Mexico,15-19 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.265,Prevalence
New Mexico,20-39 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,1.7,Prevalence
New Mexico,40-64 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,7.3,Prevalence
New Mexico,65+ Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,8.8,Prevalence
New Mexico,<10 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,NA,Prevalence
New Mexico,Total,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,5.8,Prevalence
New Mexico,NA,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,NA,Prevalence
New York,10-14 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.415,Prevalence
New York,15-19 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.659,Prevalence
New York,20-39 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,1.5,Prevalence
New York,40-64 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,7.5,Prevalence
New York,65+ Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,12.4,Prevalence
New York,<10 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.133,Prevalence
New York,Total,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,6.3,Prevalence
New York,NA,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,NA,Prevalence
None of the above,10-14 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.482,Prevalence
None of the above,15-19 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.731,Prevalence
None of the above,20-39 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,1.4,Prevalence
None of the above,40-64 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,6.1,Prevalence
None of the above,65+ Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,9.6,Prevalence
None of the above,<10 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.103,Prevalence
None of the above,Total,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,4.5,Prevalence
None of the above,NA,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,NA,Prevalence
North Carolina,10-14 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.536,Prevalence
North Carolina,15-19 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.882,Prevalence
North Carolina,20-39 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,2,Prevalence
North Carolina,40-64 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,10,Prevalence
North Carolina,65+ Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,15,Prevalence
North Carolina,<10 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.11,Prevalence
North Carolina,Total,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,7.5,Prevalence
North Carolina,NA,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,NA,Prevalence
North Dakota,10-14 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.467,Prevalence
North Dakota,15-19 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.736,Prevalence
North Dakota,20-39 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,1.8,Prevalence
North Dakota,40-64 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,8.6,Prevalence
North Dakota,65+ Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,14.5,Prevalence
North Dakota,<10 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.123,Prevalence
North Dakota,Total,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,6,Prevalence
North Dakota,NA,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,NA,Prevalence
Ohio,10-14 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.417,Prevalence
Ohio,15-19 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.649,Prevalence
Ohio,20-39 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,2.1,Prevalence
Ohio,40-64 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,11.1,Prevalence
Ohio,65+ Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,17.7,Prevalence
Ohio,<10 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.092,Prevalence
Ohio,Total,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,8.5,Prevalence
Ohio,NA,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,19,Prevalence
Oklahoma,10-14 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.855,Prevalence
Oklahoma,15-19 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,1.3,Prevalence
Oklahoma,20-39 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,2.1,Prevalence
Oklahoma,40-64 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,10,Prevalence
Oklahoma,65+ Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,13.9,Prevalence
Oklahoma,<10 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.172,Prevalence
Oklahoma,Total,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,6.9,Prevalence
Oklahoma,NA,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,NA,Prevalence
Oregon,10-14 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.827,Prevalence
Oregon,15-19 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,1.1,Prevalence
Oregon,20-39 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,1.6,Prevalence
Oregon,40-64 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,7.5,Prevalence
Oregon,65+ Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,11.7,Prevalence
Oregon,<10 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.239,Prevalence
Oregon,Total,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,5.4,Prevalence
Oregon,NA,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,NA,Prevalence
Pennsylvania,10-14 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.299,Prevalence
Pennsylvania,15-19 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.49,Prevalence
Pennsylvania,20-39 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,1.5,Prevalence
Pennsylvania,40-64 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,8.2,Prevalence
Pennsylvania,65+ Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,14,Prevalence
Pennsylvania,<10 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.081,Prevalence
Pennsylvania,Total,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,6.8,Prevalence
Pennsylvania,NA,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,NA,Prevalence
Puerto Rico,10-14 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,NA,Prevalence
Puerto Rico,15-19 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,NA,Prevalence
Puerto Rico,20-39 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,1.2,Prevalence
Puerto Rico,40-64 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,7.3,Prevalence
Puerto Rico,65+ Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,9.2,Prevalence
Puerto Rico,<10 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,NA,Prevalence
Puerto Rico,Total,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,4.5,Prevalence
Puerto Rico,NA,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,NA,Prevalence
Rhode Island,10-14 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.154,Prevalence
Rhode Island,15-19 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.473,Prevalence
Rhode Island,20-39 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,1.6,Prevalence
Rhode Island,40-64 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,8.3,Prevalence
Rhode Island,65+ Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,11.3,Prevalence
Rhode Island,<10 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,NA,Prevalence
Rhode Island,Total,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,5.7,Prevalence
Rhode Island,NA,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,NA,Prevalence
South Carolina,10-14 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.592,Prevalence
South Carolina,15-19 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,1,Prevalence
South Carolina,20-39 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,2.2,Prevalence
South Carolina,40-64 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,10,Prevalence
South Carolina,65+ Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,14.7,Prevalence
South Carolina,<10 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.139,Prevalence
South Carolina,Total,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,7.4,Prevalence
South Carolina,NA,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,NA,Prevalence
South Dakota,10-14 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.485,Prevalence
South Dakota,15-19 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.891,Prevalence
South Dakota,20-39 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,1.7,Prevalence
South Dakota,40-64 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,8,Prevalence
South Dakota,65+ Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,13.1,Prevalence
South Dakota,<10 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.131,Prevalence
South Dakota,Total,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,5.6,Prevalence
South Dakota,NA,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,NA,Prevalence
Tennessee,10-14 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.507,Prevalence
Tennessee,15-19 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.843,Prevalence
Tennessee,20-39 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,1.7,Prevalence
Tennessee,40-64 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,8,Prevalence
Tennessee,65+ Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,11.1,Prevalence
Tennessee,<10 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.11,Prevalence
Tennessee,Total,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,6.1,Prevalence
Tennessee,NA,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,NA,Prevalence
Texas,10-14 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.448,Prevalence
Texas,15-19 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.775,Prevalence
Texas,20-39 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,1.7,Prevalence
Texas,40-64 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,7.9,Prevalence
Texas,65+ Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,11.9,Prevalence
Texas,<10 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.093,Prevalence
Texas,Total,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,5.2,Prevalence
Texas,NA,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,NA,Prevalence
United States,10-14 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.476,Prevalence
United States,15-19 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.77,Prevalence
United States,20-39 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,1.7,Prevalence
United States,40-64 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,8.4,Prevalence
United States,65+ Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,13.1,Prevalence
United States,<10 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.114,Prevalence
United States,Total,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,6.3,Prevalence
United States,NA,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,16.1,Prevalence
Utah,10-14 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.069,Prevalence
Utah,15-19 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.237,Prevalence
Utah,20-39 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,1.5,Prevalence
Utah,40-64 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,6.2,Prevalence
Utah,65+ Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,9.3,Prevalence
Utah,<10 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.023,Prevalence
Utah,Total,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,3.8,Prevalence
Utah,NA,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,NA,Prevalence
Vermont,10-14 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.811,Prevalence
Vermont,15-19 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,1,Prevalence
Vermont,20-39 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,1.3,Prevalence
Vermont,40-64 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,4.8,Prevalence
Vermont,65+ Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,8,Prevalence
Vermont,<10 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.198,Prevalence
Vermont,Total,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,4.4,Prevalence
Vermont,NA,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,NA,Prevalence
Virgin Islands,10-14 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,NA,Prevalence
Virgin Islands,15-19 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,NA,Prevalence
Virgin Islands,20-39 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,NA,Prevalence
Virgin Islands,40-64 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,7.8,Prevalence
Virgin Islands,65+ Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,12,Prevalence
Virgin Islands,<10 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,NA,Prevalence
Virgin Islands,Total,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,9,Prevalence
Virgin Islands,NA,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,NA,Prevalence
Virginia,10-14 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.551,Prevalence
Virginia,15-19 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.812,Prevalence
Virginia,20-39 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,1.8,Prevalence
Virginia,40-64 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,8.7,Prevalence
Virginia,65+ Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,14.5,Prevalence
Virginia,<10 Years,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,age_scheme_2,none,NA,none,NA,none,NA,0.131,Prevalence
Virginia,Total,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,none,none,NA,none,NA,none,NA,7.2,Prevalence
Virginia,NA,diabetes,prevalence,Epic Cosmos,https://www.epicresearch.org/,state,NA,none,NA,none,NA,none,NA,NA,Prevalence
